Location,Score,TimeFrame,DataFormat,Data
CALHAN RJ-1,Math,2008,Percent,0.289
CAMPO RE-6,Math,2008,Percent,N/A
CANON CITY RE-1,Math,2008,Percent,0.545
CENTENNIAL R-1,Math,2008,Percent,N/A
CENTER 26 JT,Math,2008,Percent,0.069
CHERAW 31,Math,2008,Percent,0.429
CHERRY CREEK 5,Math,2008,Percent,0.557
CHEYENNE COUNTY RE-5,Math,2008,Percent,0.471
CHEYENNE MOUNTAIN 12,Math,2008,Percent,0.765
CLEAR CREEK RE-1,Math,2008,Percent,0.573
COLORADO SPRINGS 11,Math,2008,Percent,0.515
COTOPAXI RE-3,Math,2008,Percent,0.619
CREEDE CONSOLIDATED 1,Math,2008,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Math,2008,Percent,0.342
CROWLEY COUNTY RE-1-J,Math,2008,Percent,0.465
CUSTER COUNTY SCHOOL DISTRICT C-1,Math,2008,Percent,0.394
DE BEQUE 49JT,Math,2008,Percent,N/A
DEER TRAIL 26J,Math,2008,Percent,0.316
DEL NORTE C-7,Math,2008,Percent,0.392
DELTA COUNTY 50(J),Math,2008,Percent,0.471
DENVER COUNTY 1,Math,2008,Percent,0.255
DOLORES COUNTY RE NO.2,Math,2008,Percent,N/A
DOLORES RE-4A,Math,2008,Percent,0.577
DOUGLAS COUNTY RE 1,Math,2008,Percent,0.654
DURANGO 9-R,Math,2008,Percent,0.495
EADS RE-1,Math,2008,Percent,0.412
EAGLE COUNTY RE 50,Math,2008,Percent,0.461
EAST GRAND 2,Math,2008,Percent,0.464
EAST OTERO R-1,Math,2008,Percent,0.423
EAST YUMA COUNTY RJ-2,Math,2008,Percent,N/A
EATON RE-2,Math,2008,Percent,0.72
EDISON 54 JT,Math,2008,Percent,N/A
ELBERT 200,Math,2008,Percent,0.263
ELIZABETH C-1,Math,2008,Percent,0.624
ELLICOTT 22,Math,2008,Percent,0.266
ENGLEWOOD 1,Math,2008,Percent,0.356
FALCON 49,Math,2008,Percent,0.527
FLORENCE RE-2,Math,2008,Percent,0.37
FORT MORGAN RE-3,Math,2008,Percent,0.279
FOUNTAIN 8,Math,2008,Percent,0.499
FOWLER R-4J,Math,2008,Percent,0.559
FRENCHMAN RE-3,Math,2008,Percent,N/A
GARFIELD 16,Math,2008,Percent,0.215
GARFIELD RE-2,Math,2008,Percent,0.424
GENOA-HUGO C113,Math,2008,Percent,0.294
GILPIN COUNTY RE-1,Math,2008,Percent,0.423
GRANADA RE-1,Math,2008,Percent,N/A
BYERS 32J,Math,2009,Percent,0.382
CALHAN RJ-1,Math,2009,Percent,0.46
CAMPO RE-6,Math,2009,Percent,N/A
CANON CITY RE-1,Math,2009,Percent,0.504
CENTENNIAL R-1,Math,2009,Percent,0.238
CENTER 26 JT,Math,2009,Percent,0.342
CHERAW 31,Math,2009,Percent,N/A
CHERRY CREEK 5,Math,2009,Percent,0.582
CHEYENNE COUNTY RE-5,Math,2009,Percent,N/A
CHEYENNE MOUNTAIN 12,Math,2009,Percent,0.715
CLEAR CREEK RE-1,Math,2009,Percent,0.35
COLORADO SPRINGS 11,Math,2009,Percent,0.533
COTOPAXI RE-3,Math,2009,Percent,0.588
CREEDE CONSOLIDATED 1,Math,2009,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Math,2009,Percent,0.259
CROWLEY COUNTY RE-1-J,Math,2009,Percent,0.375
CUSTER COUNTY SCHOOL DISTRICT C-1,Math,2009,Percent,0.405
DE BEQUE 49JT,Math,2009,Percent,N/A
DEER TRAIL 26J,Math,2009,Percent,N/A
DEL NORTE C-7,Math,2009,Percent,0.556
DELTA COUNTY 50(J),Math,2009,Percent,0.486
DENVER COUNTY 1,Math,2009,Percent,0.295
DOLORES COUNTY RE NO.2,Math,2009,Percent,0.25
DOLORES RE-4A,Math,2009,Percent,0.479
DOUGLAS COUNTY RE 1,Math,2009,Percent,0.66
DURANGO 9-R,Math,2009,Percent,0.506
EADS RE-1,Math,2009,Percent,0.588
EAGLE COUNTY RE 50,Math,2009,Percent,0.567
EAST GRAND 2,Math,2009,Percent,0.538
EAST OTERO R-1,Math,2009,Percent,0.469
EAST YUMA COUNTY RJ-2,Math,2009,Percent,N/A
EATON RE-2,Math,2009,Percent,0.687
EDISON 54 JT,Math,2009,Percent,N/A
ELBERT 200,Math,2009,Percent,0.586
ELIZABETH C-1,Math,2009,Percent,0.598
ELLICOTT 22,Math,2009,Percent,0.424
ENGLEWOOD 1,Math,2009,Percent,0.445
FALCON 49,Math,2009,Percent,0.519
FLORENCE RE-2,Math,2009,Percent,0.31
FORT MORGAN RE-3,Math,2009,Percent,0.326
FOUNTAIN 8,Math,2009,Percent,0.455
FOWLER R-4J,Math,2009,Percent,0.391
FRENCHMAN RE-3,Math,2009,Percent,0.619
GARFIELD 16,Math,2009,Percent,0.253
GARFIELD RE-2,Math,2009,Percent,0.425
GENOA-HUGO C113,Math,2009,Percent,N/A
GILPIN COUNTY RE-1,Math,2009,Percent,0.556
GRANADA RE-1,Math,2009,Percent,0.406
BYERS 32J,Math,2010,Percent,0.512
CALHAN RJ-1,Math,2010,Percent,0.61
CAMPO RE-6,Math,2010,Percent,N/A
CANON CITY RE-1,Math,2010,Percent,0.477
CENTENNIAL R-1,Math,2010,Percent,N/A
CENTER 26 JT,Math,2010,Percent,0.222
CHERAW 31,Math,2010,Percent,N/A
CHERRY CREEK 5,Math,2010,Percent,0.587
CHEYENNE COUNTY RE-5,Math,2010,Percent,N/A
CHEYENNE MOUNTAIN 12,Math,2010,Percent,0.738
CLEAR CREEK RE-1,Math,2010,Percent,0.646
COLORADO SPRINGS 11,Math,2010,Percent,0.505
COTOPAXI RE-3,Math,2010,Percent,N/A
CREEDE CONSOLIDATED 1,Math,2010,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Math,2010,Percent,0.405
CROWLEY COUNTY RE-1-J,Math,2010,Percent,0.32
CUSTER COUNTY SCHOOL DISTRICT C-1,Math,2010,Percent,0.436
DE BEQUE 49JT,Math,2010,Percent,N/A
DEER TRAIL 26J,Math,2010,Percent,N/A
DEL NORTE C-7,Math,2010,Percent,0.585
DELTA COUNTY 50(J),Math,2010,Percent,0.489
DENVER COUNTY 1,Math,2010,Percent,0.344
DOLORES COUNTY RE NO.2,Math,2010,Percent,0.469
DOLORES RE-4A,Math,2010,Percent,0.593
DOUGLAS COUNTY RE 1,Math,2010,Percent,0.676
DURANGO 9-R,Math,2010,Percent,0.604
EADS RE-1,Math,2010,Percent,N/A
EAGLE COUNTY RE 50,Math,2010,Percent,0.61
EAST GRAND 2,Math,2010,Percent,0.607
EAST OTERO R-1,Math,2010,Percent,0.271
EAST YUMA COUNTY RJ-2,Math,2010,Percent,N/A
EATON RE-2,Math,2010,Percent,0.727
EDISON 54 JT,Math,2010,Percent,N/A
ELBERT 200,Math,2010,Percent,0.588
ELIZABETH C-1,Math,2010,Percent,0.662
ELLICOTT 22,Math,2010,Percent,0.343
ENGLEWOOD 1,Math,2010,Percent,0.321
FALCON 49,Math,2010,Percent,0.548
FLORENCE RE-2,Math,2010,Percent,0.237
FORT MORGAN RE-3,Math,2010,Percent,0.352
FOUNTAIN 8,Math,2010,Percent,0.523
FOWLER R-4J,Math,2010,Percent,0.433
FRENCHMAN RE-3,Math,2010,Percent,N/A
GARFIELD 16,Math,2010,Percent,0.43
GARFIELD RE-2,Math,2010,Percent,0.445
GENOA-HUGO C113,Math,2010,Percent,N/A
GILPIN COUNTY RE-1,Math,2010,Percent,0.7
GRANADA RE-1,Math,2010,Percent,0.375
BYERS 32J,Reading,2008,Percent,0.683
CALHAN RJ-1,Reading,2008,Percent,0.684
CAMPO RE-6,Reading,2008,Percent,N/A
CANON CITY RE-1,Reading,2008,Percent,0.739
CENTENNIAL R-1,Reading,2008,Percent,N/A
CENTER 26 JT,Reading,2008,Percent,0.379
CHERAW 31,Reading,2008,Percent,0.714
CHERRY CREEK 5,Reading,2008,Percent,0.737
CHEYENNE COUNTY RE-5,Reading,2008,Percent,0.588
CHEYENNE MOUNTAIN 12,Reading,2008,Percent,0.861
CLEAR CREEK RE-1,Reading,2008,Percent,0.76
COLORADO SPRINGS 11,Reading,2008,Percent,0.708
COTOPAXI RE-3,Reading,2008,Percent,0.81
CREEDE CONSOLIDATED 1,Reading,2008,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Reading,2008,Percent,0.615
CROWLEY COUNTY RE-1-J,Reading,2008,Percent,0.721
CUSTER COUNTY SCHOOL DISTRICT C-1,Reading,2008,Percent,0.636
DE BEQUE 49JT,Reading,2008,Percent,N/A
DEER TRAIL 26J,Reading,2008,Percent,0.632
DEL NORTE C-7,Reading,2008,Percent,0.686
DELTA COUNTY 50(J),Reading,2008,Percent,0.681
DENVER COUNTY 1,Reading,2008,Percent,0.453
DOLORES COUNTY RE NO.2,Reading,2008,Percent,N/A
DOLORES RE-4A,Reading,2008,Percent,0.769
DOUGLAS COUNTY RE 1,Reading,2008,Percent,0.819
DURANGO 9-R,Reading,2008,Percent,0.74
EADS RE-1,Reading,2008,Percent,0.706
EAGLE COUNTY RE 50,Reading,2008,Percent,0.705
EAST GRAND 2,Reading,2008,Percent,0.804
EAST OTERO R-1,Reading,2008,Percent,0.712
EAST YUMA COUNTY RJ-2,Reading,2008,Percent,N/A
EATON RE-2,Reading,2008,Percent,0.728
EDISON 54 JT,Reading,2008,Percent,N/A
ELBERT 200,Reading,2008,Percent,0.944
ELIZABETH C-1,Reading,2008,Percent,0.766
ELLICOTT 22,Reading,2008,Percent,0.557
ENGLEWOOD 1,Reading,2008,Percent,0.526
FALCON 49,Reading,2008,Percent,0.735
FLORENCE RE-2,Reading,2008,Percent,0.472
FORT MORGAN RE-3,Reading,2008,Percent,0.533
FOUNTAIN 8,Reading,2008,Percent,0.686
FOWLER R-4J,Reading,2008,Percent,0.824
FRENCHMAN RE-3,Reading,2008,Percent,N/A
GARFIELD 16,Reading,2008,Percent,0.516
GARFIELD RE-2,Reading,2008,Percent,0.531
GENOA-HUGO C113,Reading,2008,Percent,0.588
GILPIN COUNTY RE-1,Reading,2008,Percent,0.808
GRANADA RE-1,Reading,2008,Percent,N/A
BYERS 32J,Reading,2009,Percent,0.824
CALHAN RJ-1,Reading,2009,Percent,0.7
CAMPO RE-6,Reading,2009,Percent,N/A
CANON CITY RE-1,Reading,2009,Percent,0.615
CENTENNIAL R-1,Reading,2009,Percent,0.524
CENTER 26 JT,Reading,2009,Percent,0.421
CHERAW 31,Reading,2009,Percent,N/A
CHERRY CREEK 5,Reading,2009,Percent,0.72
CHEYENNE COUNTY RE-5,Reading,2009,Percent,N/A
CHEYENNE MOUNTAIN 12,Reading,2009,Percent,0.815
CLEAR CREEK RE-1,Reading,2009,Percent,0.733
COLORADO SPRINGS 11,Reading,2009,Percent,0.668
COTOPAXI RE-3,Reading,2009,Percent,0.941
CREEDE CONSOLIDATED 1,Reading,2009,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Reading,2009,Percent,0.577
CROWLEY COUNTY RE-1-J,Reading,2009,Percent,0.65
CUSTER COUNTY SCHOOL DISTRICT C-1,Reading,2009,Percent,0.857
DE BEQUE 49JT,Reading,2009,Percent,N/A
DEER TRAIL 26J,Reading,2009,Percent,N/A
DEL NORTE C-7,Reading,2009,Percent,0.778
DELTA COUNTY 50(J),Reading,2009,Percent,0.64
DENVER COUNTY 1,Reading,2009,Percent,0.42
DOLORES COUNTY RE NO.2,Reading,2009,Percent,0.5
DOLORES RE-4A,Reading,2009,Percent,0.781
DOUGLAS COUNTY RE 1,Reading,2009,Percent,0.772
DURANGO 9-R,Reading,2009,Percent,0.727
EADS RE-1,Reading,2009,Percent,0.765
EAGLE COUNTY RE 50,Reading,2009,Percent,0.676
EAST GRAND 2,Reading,2009,Percent,0.617
EAST OTERO R-1,Reading,2009,Percent,0.684
EAST YUMA COUNTY RJ-2,Reading,2009,Percent,N/A
EATON RE-2,Reading,2009,Percent,0.724
EDISON 54 JT,Reading,2009,Percent,N/A
ELBERT 200,Reading,2009,Percent,0.714
ELIZABETH C-1,Reading,2009,Percent,0.721
ELLICOTT 22,Reading,2009,Percent,0.621
ENGLEWOOD 1,Reading,2009,Percent,0.538
FALCON 49,Reading,2009,Percent,0.678
FLORENCE RE-2,Reading,2009,Percent,0.611
FORT MORGAN RE-3,Reading,2009,Percent,0.483
FOUNTAIN 8,Reading,2009,Percent,0.608
FOWLER R-4J,Reading,2009,Percent,0.696
FRENCHMAN RE-3,Reading,2009,Percent,0.667
GARFIELD 16,Reading,2009,Percent,0.453
GARFIELD RE-2,Reading,2009,Percent,0.544
GENOA-HUGO C113,Reading,2009,Percent,N/A
GILPIN COUNTY RE-1,Reading,2009,Percent,0.63
GRANADA RE-1,Reading,2009,Percent,0.656
BYERS 32J,Reading,2010,Percent,0.683
CALHAN RJ-1,Reading,2010,Percent,0.732
CAMPO RE-6,Reading,2010,Percent,N/A
CANON CITY RE-1,Reading,2010,Percent,0.703
CENTENNIAL R-1,Reading,2010,Percent,N/A
CENTER 26 JT,Reading,2010,Percent,0.444
CHERAW 31,Reading,2010,Percent,N/A
CHERRY CREEK 5,Reading,2010,Percent,0.736
CHEYENNE COUNTY RE-5,Reading,2010,Percent,N/A
CHEYENNE MOUNTAIN 12,Reading,2010,Percent,0.857
CLEAR CREEK RE-1,Reading,2010,Percent,0.738
COLORADO SPRINGS 11,Reading,2010,Percent,0.694
COTOPAXI RE-3,Reading,2010,Percent,N/A
CREEDE CONSOLIDATED 1,Reading,2010,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Reading,2010,Percent,0.514
CROWLEY COUNTY RE-1-J,Reading,2010,Percent,0.56
CUSTER COUNTY SCHOOL DISTRICT C-1,Reading,2010,Percent,0.615
DE BEQUE 49JT,Reading,2010,Percent,N/A
DEER TRAIL 26J,Reading,2010,Percent,N/A
DEL NORTE C-7,Reading,2010,Percent,0.732
DELTA COUNTY 50(J),Reading,2010,Percent,0.676
DENVER COUNTY 1,Reading,2010,Percent,0.509
DOLORES COUNTY RE NO.2,Reading,2010,Percent,0.656
DOLORES RE-4A,Reading,2010,Percent,0.755
DOUGLAS COUNTY RE 1,Reading,2010,Percent,0.798
DURANGO 9-R,Reading,2010,Percent,0.783
EADS RE-1,Reading,2010,Percent,N/A
EAGLE COUNTY RE 50,Reading,2010,Percent,0.719
EAST GRAND 2,Reading,2010,Percent,0.798
EAST OTERO R-1,Reading,2010,Percent,0.671
EAST YUMA COUNTY RJ-2,Reading,2010,Percent,N/A
EATON RE-2,Reading,2010,Percent,0.806
EDISON 54 JT,Reading,2010,Percent,N/A
ELBERT 200,Reading,2010,Percent,0.765
ELIZABETH C-1,Reading,2010,Percent,0.817
ELLICOTT 22,Reading,2010,Percent,0.597
ENGLEWOOD 1,Reading,2010,Percent,0.548
FALCON 49,Reading,2010,Percent,0.718
FLORENCE RE-2,Reading,2010,Percent,0.623
FORT MORGAN RE-3,Reading,2010,Percent,0.633
FOUNTAIN 8,Reading,2010,Percent,0.703
FOWLER R-4J,Reading,2010,Percent,0.667
FRENCHMAN RE-3,Reading,2010,Percent,N/A
GARFIELD 16,Reading,2010,Percent,0.734
GARFIELD RE-2,Reading,2010,Percent,0.613
GENOA-HUGO C113,Reading,2010,Percent,N/A
GILPIN COUNTY RE-1,Reading,2010,Percent,0.8
GRANADA RE-1,Reading,2010,Percent,0.875
BURLINGTON RE-6J,Writing,2008,Percent,0.696
BYERS 32J,Writing,2008,Percent,0.481
CALHAN RJ-1,Writing,2008,Percent,0.537
CAMPO RE-6,Writing,2008,Percent,0.5
CANON CITY RE-1,Writing,2008,Percent,N/A
CENTENNIAL R-1,Writing,2008,Percent,0.596
CENTER 26 JT,Writing,2008,Percent,N/A
CHERAW 31,Writing,2008,Percent,0.31
CHERRY CREEK 5,Writing,2008,Percent,0.714
CHEYENNE COUNTY RE-5,Writing,2008,Percent,0.633
CHEYENNE MOUNTAIN 12,Writing,2008,Percent,0.412
CLEAR CREEK RE-1,Writing,2008,Percent,0.84
COLORADO SPRINGS 11,Writing,2008,Percent,0.6
COTOPAXI RE-3,Writing,2008,Percent,0.558
CREEDE CONSOLIDATED 1,Writing,2008,Percent,0.619
CRIPPLE CREEK-VICTOR RE-1,Writing,2008,Percent,N/A
CROWLEY COUNTY RE-1-J,Writing,2008,Percent,0.308
CUSTER COUNTY SCHOOL DISTRICT C-1,Writing,2008,Percent,0.419
DE BEQUE 49JT,Writing,2008,Percent,0.424
DEER TRAIL 26J,Writing,2008,Percent,N/A
DEL NORTE C-7,Writing,2008,Percent,0.421
DELTA COUNTY 50(J),Writing,2008,Percent,0.49
DENVER COUNTY 1,Writing,2008,Percent,0.516
DOLORES COUNTY RE NO.2,Writing,2008,Percent,0.327
DOLORES RE-4A,Writing,2008,Percent,N/A
DOUGLAS COUNTY RE 1,Writing,2008,Percent,0.538
DURANGO 9-R,Writing,2008,Percent,0.664
EADS RE-1,Writing,2008,Percent,0.598
EAGLE COUNTY RE 50,Writing,2008,Percent,0.353
EAST GRAND 2,Writing,2008,Percent,0.586
EAST OTERO R-1,Writing,2008,Percent,0.625
EAST YUMA COUNTY RJ-2,Writing,2008,Percent,0.613
EATON RE-2,Writing,2008,Percent,N/A
EDISON 54 JT,Writing,2008,Percent,0.672
ELBERT 200,Writing,2008,Percent,N/A
ELIZABETH C-1,Writing,2008,Percent,0.611
ELLICOTT 22,Writing,2008,Percent,0.679
ENGLEWOOD 1,Writing,2008,Percent,0.342
FALCON 49,Writing,2008,Percent,0.36
FLORENCE RE-2,Writing,2008,Percent,0.588
FORT MORGAN RE-3,Writing,2008,Percent,0.402
FOUNTAIN 8,Writing,2008,Percent,0.373
FOWLER R-4J,Writing,2008,Percent,0.558
FRENCHMAN RE-3,Writing,2008,Percent,0.588
GARFIELD 16,Writing,2008,Percent,N/A
GARFIELD RE-2,Writing,2008,Percent,0.301
GENOA-HUGO C113,Writing,2008,Percent,0.398
GILPIN COUNTY RE-1,Writing,2008,Percent,0.412
GRANADA RE-1,Writing,2008,Percent,0.462
BURLINGTON RE-6J,Writing,2009,Percent,0.65
BYERS 32J,Writing,2009,Percent,0.429
CALHAN RJ-1,Writing,2009,Percent,0.676
CAMPO RE-6,Writing,2009,Percent,0.56
CANON CITY RE-1,Writing,2009,Percent,N/A
CENTENNIAL R-1,Writing,2009,Percent,0.507
CENTER 26 JT,Writing,2009,Percent,0.333
CHERAW 31,Writing,2009,Percent,0.368
CHERRY CREEK 5,Writing,2009,Percent,N/A
CHEYENNE COUNTY RE-5,Writing,2009,Percent,0.625
CHEYENNE MOUNTAIN 12,Writing,2009,Percent,N/A
CLEAR CREEK RE-1,Writing,2009,Percent,0.74
COLORADO SPRINGS 11,Writing,2009,Percent,0.533
COTOPAXI RE-3,Writing,2009,Percent,0.551
CREEDE CONSOLIDATED 1,Writing,2009,Percent,0.647
CRIPPLE CREEK-VICTOR RE-1,Writing,2009,Percent,N/A
CROWLEY COUNTY RE-1-J,Writing,2009,Percent,0.462
CUSTER COUNTY SCHOOL DISTRICT C-1,Writing,2009,Percent,0.475
DE BEQUE 49JT,Writing,2009,Percent,0.595
DEER TRAIL 26J,Writing,2009,Percent,N/A
DEL NORTE C-7,Writing,2009,Percent,N/A
DELTA COUNTY 50(J),Writing,2009,Percent,0.533
DENVER COUNTY 1,Writing,2009,Percent,0.484
DOLORES COUNTY RE NO.2,Writing,2009,Percent,0.336
DOLORES RE-4A,Writing,2009,Percent,0.313
DOUGLAS COUNTY RE 1,Writing,2009,Percent,0.534
DURANGO 9-R,Writing,2009,Percent,0.651
EADS RE-1,Writing,2009,Percent,0.57
EAGLE COUNTY RE 50,Writing,2009,Percent,0.471
EAST GRAND 2,Writing,2009,Percent,0.569
EAST OTERO R-1,Writing,2009,Percent,0.486
EAST YUMA COUNTY RJ-2,Writing,2009,Percent,0.551
EATON RE-2,Writing,2009,Percent,N/A
EDISON 54 JT,Writing,2009,Percent,0.649
ELBERT 200,Writing,2009,Percent,N/A
ELIZABETH C-1,Writing,2009,Percent,0.571
ELLICOTT 22,Writing,2009,Percent,0.644
ENGLEWOOD 1,Writing,2009,Percent,0.424
FALCON 49,Writing,2009,Percent,0.417
FLORENCE RE-2,Writing,2009,Percent,0.558
FORT MORGAN RE-3,Writing,2009,Percent,0.468
FOUNTAIN 8,Writing,2009,Percent,0.387
FOWLER R-4J,Writing,2009,Percent,0.458
FRENCHMAN RE-3,Writing,2009,Percent,0.609
GARFIELD 16,Writing,2009,Percent,0.667
GARFIELD RE-2,Writing,2009,Percent,0.253
GENOA-HUGO C113,Writing,2009,Percent,0.44
GILPIN COUNTY RE-1,Writing,2009,Percent,N/A
GRANADA RE-1,Writing,2009,Percent,0.519
BURLINGTON RE-6J,Writing,2010,Percent,0.429
BYERS 32J,Writing,2010,Percent,0.512
CALHAN RJ-1,Writing,2010,Percent,0.561
CAMPO RE-6,Writing,2010,Percent,N/A
CANON CITY RE-1,Writing,2010,Percent,0.537
CENTENNIAL R-1,Writing,2010,Percent,N/A
CENTER 26 JT,Writing,2010,Percent,0.185
CHERAW 31,Writing,2010,Percent,N/A
CHERRY CREEK 5,Writing,2010,Percent,0.648
CHEYENNE COUNTY RE-5,Writing,2010,Percent,N/A
CHEYENNE MOUNTAIN 12,Writing,2010,Percent,0.847
CLEAR CREEK RE-1,Writing,2010,Percent,0.631
COLORADO SPRINGS 11,Writing,2010,Percent,0.551
COTOPAXI RE-3,Writing,2010,Percent,N/A
CREEDE CONSOLIDATED 1,Writing,2010,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Writing,2010,Percent,0.459
CROWLEY COUNTY RE-1-J,Writing,2010,Percent,0.4
CUSTER COUNTY SCHOOL DISTRICT C-1,Writing,2010,Percent,0.368
DE BEQUE 49JT,Writing,2010,Percent,N/A
DEER TRAIL 26J,Writing,2010,Percent,N/A
DEL NORTE C-7,Writing,2010,Percent,0.683
DELTA COUNTY 50(J),Writing,2010,Percent,0.561
DENVER COUNTY 1,Writing,2010,Percent,0.361
DOLORES COUNTY RE NO.2,Writing,2010,Percent,0.563
DOLORES RE-4A,Writing,2010,Percent,0.623
DOUGLAS COUNTY RE 1,Writing,2010,Percent,0.675
DURANGO 9-R,Writing,2010,Percent,0.676
EADS RE-1,Writing,2010,Percent,N/A
EAGLE COUNTY RE 50,Writing,2010,Percent,0.62
EAST GRAND 2,Writing,2010,Percent,0.736
EAST OTERO R-1,Writing,2010,Percent,0.459
EAST YUMA COUNTY RJ-2,Writing,2010,Percent,N/A
EATON RE-2,Writing,2010,Percent,0.619
EDISON 54 JT,Writing,2010,Percent,N/A
ELBERT 200,Writing,2010,Percent,0.706
ELIZABETH C-1,Writing,2010,Percent,0.741
ELLICOTT 22,Writing,2010,Percent,0.388
ENGLEWOOD 1,Writing,2010,Percent,0.363
FALCON 49,Writing,2010,Percent,0.596
FLORENCE RE-2,Writing,2010,Percent,0.377
FORT MORGAN RE-3,Writing,2010,Percent,0.519
FOUNTAIN 8,Writing,2010,Percent,0.541
FOWLER R-4J,Writing,2010,Percent,0.433
FRENCHMAN RE-3,Writing,2010,Percent,N/A
GARFIELD 16,Writing,2010,Percent,0.43
GARFIELD RE-2,Writing,2010,Percent,0.474
GENOA-HUGO C113,Writing,2010,Percent,N/A
GILPIN COUNTY RE-1,Writing,2010,Percent,0.65
GRANADA RE-1,Writing,2010,Percent,0.813
BURLINGTON RE-6J,Reading,2011,Percent,0.5
BYERS 32J,Reading,2011,Percent,0.6875
CALHAN RJ-1,Reading,2011,Percent,0.65217
CAMPO RE-6,Reading,2011,Percent,N/A
CANON CITY RE-1,Reading,2011,Percent,0.64765
CENTENNIAL R-1,Reading,2011,Percent,N/A
CENTER 26 JT,Reading,2011,Percent,0.66667
CHERAW 31,Reading,2011,Percent,0.77273
CHERRY CREEK 5,Reading,2011,Percent,0.72244
CHEYENNE COUNTY RE-5,Reading,2011,Percent,N/A
CHEYENNE MOUNTAIN 12,Reading,2011,Percent,0.85987
CLEAR CREEK RE-1,Reading,2011,Percent,0.76056
COLORADO SPRINGS 11,Reading,2011,Percent,0.66454
COTOPAXI RE-3,Reading,2011,Percent,N/A
CREEDE CONSOLIDATED 1,Reading,2011,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Reading,2011,Percent,0.6
CROWLEY COUNTY RE-1-J,Reading,2011,Percent,0.67647
CUSTER COUNTY SCHOOL DISTRICT C-1,Reading,2011,Percent,0.63889
DE BEQUE 49JT,Reading,2011,Percent,N/A
DEER TRAIL 26J,Reading,2011,Percent,N/A
DEL NORTE C-7,Reading,2011,Percent,0.77273
DELTA COUNTY 50(J),Reading,2011,Percent,0.66751
DENVER COUNTY 1,Reading,2011,Percent,0.51243
DOLORES COUNTY RE NO.2,Reading,2011,Percent,0.625
DOLORES RE-4A,Reading,2011,Percent,0.69091
DOUGLAS COUNTY RE 1,Reading,2011,Percent,0.78626
DURANGO 9-R,Reading,2011,Percent,0.78
EADS RE-1,Reading,2011,Percent,N/A
EAGLE COUNTY RE 50,Reading,2011,Percent,0.73
EAST GRAND 2,Reading,2011,Percent,0.73256
EAST OTERO R-1,Reading,2011,Percent,0.55556
EAST YUMA COUNTY RJ-2,Reading,2011,Percent,N/A
EATON RE-2,Reading,2011,Percent,0.79861
EDISON 54 JT,Reading,2011,Percent,N/A
ELBERT 200,Reading,2011,Percent,0.91304
ELIZABETH C-1,Reading,2011,Percent,0.78409
ELLICOTT 22,Reading,2011,Percent,0.53623
ENGLEWOOD 1,Reading,2011,Percent,0.52258
FALCON 49,Reading,2011,Percent,0.70106
FLORENCE RE-2,Reading,2011,Percent,0.47143
FORT MORGAN RE-3,Reading,2011,Percent,0.60944
FOUNTAIN 8,Reading,2011,Percent,0.64575
FOWLER R-4J,Reading,2011,Percent,0.66667
FRENCHMAN RE-3,Reading,2011,Percent,N/A
GARFIELD 16,Reading,2011,Percent,0.50685
GARFIELD RE-2,Reading,2011,Percent,0.59066
GENOA-HUGO C113,Reading,2011,Percent,N/A
GILPIN COUNTY RE-1,Reading,2011,Percent,0.43478
GRANADA RE-1,Reading,2011,Percent,0.72222
BURLINGTON RE-6J,Math,2011,Percent,0.35417
BYERS 32J,Math,2011,Percent,0.58333
CALHAN RJ-1,Math,2011,Percent,0.47826
CAMPO RE-6,Math,2011,Percent,N/A
CANON CITY RE-1,Math,2011,Percent,0.5
CENTENNIAL R-1,Math,2011,Percent,N/A
CENTER 26 JT,Math,2011,Percent,0.39394
CHERAW 31,Math,2011,Percent,0.59091
CHERRY CREEK 5,Math,2011,Percent,0.5864
CHEYENNE COUNTY RE-5,Math,2011,Percent,N/A
CHEYENNE MOUNTAIN 12,Math,2011,Percent,0.69427
CLEAR CREEK RE-1,Math,2011,Percent,0.53521
COLORADO SPRINGS 11,Math,2011,Percent,0.47984
COTOPAXI RE-3,Math,2011,Percent,N/A
CREEDE CONSOLIDATED 1,Math,2011,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Math,2011,Percent,0.16667
CROWLEY COUNTY RE-1-J,Math,2011,Percent,0.52941
CUSTER COUNTY SCHOOL DISTRICT C-1,Math,2011,Percent,0.36111
DE BEQUE 49JT,Math,2011,Percent,N/A
DEER TRAIL 26J,Math,2011,Percent,N/A
DEL NORTE C-7,Math,2011,Percent,0.54545
DELTA COUNTY 50(J),Math,2011,Percent,0.51637
DENVER COUNTY 1,Math,2011,Percent,0.36333
DOLORES COUNTY RE NO.2,Math,2011,Percent,0.25
DOLORES RE-4A,Math,2011,Percent,0.54545
DOUGLAS COUNTY RE 1,Math,2011,Percent,0.6623
DURANGO 9-R,Math,2011,Percent,0.58472
EADS RE-1,Math,2011,Percent,N/A
