Location,Poverty Level,TimeFrame,DataFormat,Data
CHERAW 31,Eligible for Free or Reduced Lunch,2011,Percent,0.5388
CHERAW 31,Eligible for Free Lunch,2011,Percent,0.3744
CHERAW 31,Eligible for Reduced Price Lunch,2010,Percent,0.155
CHERAW 31,Eligible for Free Lunch,2010,Percent,0.402
CHERAW 31,Eligible for Free or Reduced Lunch,2010,Percent,0.557
CHERAW 31,Eligible for Free Lunch,2009,Number,73
CHERAW 31,Eligible for Reduced Price Lunch,2009,Number,41
CHERAW 31,Eligible for Free Lunch,2010,Number,88
CHERAW 31,Eligible for Free or Reduced Lunch,2010,Number,122
CHERAW 31,Eligible for Free or Reduced Lunch,2009,Number,114
CHERAW 31,Eligible for Reduced Price Lunch,2009,Percent,0.1952
CHERAW 31,Eligible for Free or Reduced Lunch,2009,Percent,0.5429
CHERAW 31,Eligible for Free Lunch,2009,Percent,0.3476
CHERAW 31,Eligible for Reduced Price Lunch,2013,Percent,0.16883
CHERAW 31,Eligible for Free or Reduced Lunch,2013,Percent,0.57576
CHERAW 31,Eligible for Free Lunch,2013,Percent,0.40693
CHERAW 31,Eligible for Free Lunch,2013,Number,94
CHERAW 31,Eligible for Free or Reduced Lunch,2013,Number,133
CHERAW 31,Eligible for Reduced Price Lunch,2013,Number,39
CHERAW 31,Eligible for Reduced Price Lunch,2008,Number,31
CHERAW 31,Eligible for Free Lunch,2008,Number,84
CHERAW 31,Eligible for Free or Reduced Lunch,2008,Number,115
CHERAW 31,Eligible for Free Lunch,2008,Percent,0.4038
CHERAW 31,Eligible for Reduced Price Lunch,2008,Percent,0.149
CHERAW 31,Eligible for Free or Reduced Lunch,2007,Percent,0.53
CHERAW 31,Eligible for Free or Reduced Lunch,2008,Percent,0.5529
CHERAW 31,Eligible for Free Lunch,2007,Percent,0.36
CHERAW 31,Eligible for Reduced Price Lunch,2007,Percent,0.17
CHERAW 31,Eligible for Reduced Price Lunch,2007,Number,34
CHERAW 31,Eligible for Free or Reduced Lunch,2007,Number,104
CHERAW 31,Eligible for Free Lunch,2007,Number,70
CHERAW 31,Eligible for Free or Reduced Lunch,2006,Number,88
CHERAW 31,Eligible for Reduced Price Lunch,2006,Number,32
CHERAW 31,Eligible for Free Lunch,2006,Number,56
CHERAW 31,Eligible for Reduced Price Lunch,2006,Percent,0.1616
CHERAW 31,Eligible for Free or Reduced Lunch,2006,Percent,0.4444
CHERAW 31,Eligible for Free Lunch,2006,Percent,0.2828
CHERAW 31,Eligible for Free Lunch,2005,Percent,0.3257
CHERAW 31,Eligible for Reduced Price Lunch,2005,Percent,0.1651
CHERAW 31,Eligible for Free or Reduced Lunch,2005,Percent,0.4908
CHERAW 31,Eligible for Free or Reduced Lunch,2005,Number,107
CHERAW 31,Eligible for Free Lunch,2005,Number,71
CHERAW 31,Eligible for Reduced Price Lunch,2005,Number,36
CHERAW 31,Eligible for Reduced Price Lunch,2004,Number,37
CHERAW 31,Eligible for Free or Reduced Lunch,2004,Number,101
CHERAW 31,Eligible for Free Lunch,2004,Number,64
CHERAW 31,Eligible for Reduced Price Lunch,2004,Percent,0.1682
CHERAW 31,Eligible for Free or Reduced Lunch,2004,Percent,0.4591
CHERAW 31,Eligible for Free Lunch,2004,Percent,0.2909
CHERAW 31,Eligible for Reduced Price Lunch,2003,Percent,0.15
CHERAW 31,Eligible for Free or Reduced Lunch,2003,Percent,0.48
CHERAW 31,Eligible for Free Lunch,2003,Percent,0.33
CHERAW 31,Eligible for Free or Reduced Lunch,2003,Number,108
CHERAW 31,Eligible for Reduced Price Lunch,2002,Number,37
CHERAW 31,Eligible for Free Lunch,2003,Number,74
CHERAW 31,Eligible for Reduced Price Lunch,2003,Number,34
CHERAW 31,Eligible for Free Lunch,2002,Number,51
CHERAW 31,Eligible for Free or Reduced Lunch,2002,Number,88
CHERAW 31,Eligible for Reduced Price Lunch,2002,Percent,0.15678
CHERAW 31,Eligible for Free or Reduced Lunch,2002,Percent,0.37288
CHERAW 31,Eligible for Free Lunch,2002,Percent,0.2161
CHERAW 31,Eligible for Reduced Price Lunch,2001,Percent,0.13596
CHERAW 31,Eligible for Free or Reduced Lunch,2001,Percent,0.36842
CHERAW 31,Eligible for Free Lunch,2001,Percent,0.23246
CHERAW 31,Eligible for Free Lunch,2001,Number,53
CHERAW 31,Eligible for Free or Reduced Lunch,2001,Number,84
CHERAW 31,Eligible for Reduced Price Lunch,2001,Number,31
CHERAW 31,Eligible for Reduced Price Lunch,2000,Number,33
CHERAW 31,Eligible for Free Lunch,2000,Number,66
CHERAW 31,Eligible for Free or Reduced Lunch,2000,Number,99
CHERAW 31,Eligible for Free or Reduced Lunch,2000,Percent,0.44
CHERAW 31,Eligible for Free Lunch,2000,Percent,0.29
CHERAW 31,Eligible for Reduced Price Lunch,2000,Percent,0.15
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2000,Percent,0.09
CHERRY CREEK 5,Eligible for Free Lunch,2000,Percent,0.05
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2000,Percent,0.04
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2000,Number,1640
CHERRY CREEK 5,Eligible for Free Lunch,2000,Number,2258
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2000,Number,3898
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2001,Number,1811
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2001,Number,4652
CHERRY CREEK 5,Eligible for Free Lunch,2001,Number,2841
CHERRY CREEK 5,Eligible for Free Lunch,2001,Percent,0.06424
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2001,Percent,0.10518
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2001,Percent,0.04095
CHERRY CREEK 5,Eligible for Free Lunch,2002,Percent,0.07958
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2002,Percent,0.12314
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2002,Percent,0.04355
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2002,Number,5632
CHERRY CREEK 5,Eligible for Free Lunch,2002,Number,3640
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2003,Number,2176
CHERRY CREEK 5,Eligible for Free Lunch,2003,Number,4237
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2002,Number,1992
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2003,Number,6413
CHERRY CREEK 5,Eligible for Free Lunch,2003,Percent,0.09
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2003,Percent,0.14
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2003,Percent,0.05
CHERRY CREEK 5,Eligible for Free Lunch,2004,Percent,0.1115
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2004,Percent,0.1624
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2004,Percent,0.0509
CHERRY CREEK 5,Eligible for Free Lunch,2004,Number,5338
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2004,Number,7772
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2004,Number,2434
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2005,Number,2487
CHERRY CREEK 5,Eligible for Free Lunch,2005,Number,6098
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2005,Number,8585
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2005,Percent,0.1764
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2005,Percent,0.0511
CHERRY CREEK 5,Eligible for Free Lunch,2005,Percent,0.1253
CHERRY CREEK 5,Eligible for Free Lunch,2006,Percent,0.1329
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2006,Percent,0.1972
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2006,Percent,0.0643
CHERRY CREEK 5,Eligible for Free Lunch,2006,Number,6605
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2006,Number,3195
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2006,Number,9800
CHERRY CREEK 5,Eligible for Free Lunch,2007,Number,7368
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2007,Number,10748
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2007,Number,3380
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2007,Percent,0.07
CHERRY CREEK 5,Eligible for Free Lunch,2007,Percent,0.15
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2008,Percent,0.2195
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2007,Percent,0.21
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2008,Percent,0.0685
CHERRY CREEK 5,Eligible for Free Lunch,2008,Percent,0.151
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2008,Number,11219
CHERRY CREEK 5,Eligible for Free Lunch,2008,Number,7716
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2008,Number,3503
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2013,Number,3223
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2013,Number,13934
CHERRY CREEK 5,Eligible for Free Lunch,2013,Number,10711
CHERRY CREEK 5,Eligible for Free Lunch,2013,Percent,0.19753
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2013,Percent,0.25696
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2013,Percent,0.05944
CHERRY CREEK 5,Eligible for Free Lunch,2009,Percent,0.1701
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2009,Percent,0.2401
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2009,Percent,0.07
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2009,Number,12416
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2010,Number,13416
CHERRY CREEK 5,Eligible for Free Lunch,2010,Number,10322
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2009,Number,3621
CHERRY CREEK 5,Eligible for Free Lunch,2009,Number,8795
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2010,Percent,0.259
CHERRY CREEK 5,Eligible for Free Lunch,2010,Percent,0.199
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2010,Percent,0.06
CHERRY CREEK 5,Eligible for Free Lunch,2011,Percent,0.1926
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2011,Percent,0.2562
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2011,Percent,0.0635
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2010,Number,3094
CHERRY CREEK 5,Eligible for Free Lunch,2011,Number,10131
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2011,Number,3341
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2011,Number,13472
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2012,Number,13345
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2012,Number,3119
CHERRY CREEK 5,Eligible for Free Lunch,2012,Number,10226
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2012,Percent,0.25006
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2014,Percent,0.29522
CHERRY CREEK 5,Eligible for Free Lunch,2012,Percent,0.19161
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2012,Percent,0.05844
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2014,Percent,0.06681
CHERRY CREEK 5,Eligible for Free Lunch,2014,Percent,0.22841
CHERRY CREEK 5,Eligible for Free Lunch,2014,Number,12448
CHERRY CREEK 5,Eligible for Reduced Price Lunch,2014,Number,3641
CHERRY CREEK 5,Eligible for Free or Reduced Lunch,2014,Number,16089
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2014,Number,82
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2014,Number,20
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2014,Number,62
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2014,Percent,0.34066
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2014,Percent,0.10989
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2012,Percent,0.07882
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2012,Percent,0.26601
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2014,Percent,0.45055
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2012,Percent,0.34483
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2012,Number,54
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2012,Number,16
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2012,Number,70
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2011,Number,86
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2011,Number,35
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2011,Number,51
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2010,Number,18
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2011,Percent,0.1699
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2011,Percent,0.4175
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2011,Percent,0.2476
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2010,Percent,0.087
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2010,Percent,0.204
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2010,Percent,0.291
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2009,Number,40
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2009,Number,10
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2010,Number,42
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2010,Number,60
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2009,Number,50
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2009,Percent,0.0529
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2009,Percent,0.2646
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2009,Percent,0.2116
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2013,Percent,0.07821
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2013,Percent,0.44134
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2013,Percent,0.36313
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2013,Number,65
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2013,Number,79
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2013,Number,14
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2008,Number,18
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2008,Number,40
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2008,Number,58
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2008,Percent,0.199
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2008,Percent,0.0896
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2007,Percent,0.31
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2008,Percent,0.2886
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2007,Percent,0.22
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2007,Percent,0.08
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2007,Number,18
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2007,Number,67
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2007,Number,49
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2006,Number,77
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2006,Number,30
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2006,Number,47
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2006,Percent,0.1271
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2006,Percent,0.3263
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2006,Percent,0.1992
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2005,Percent,0.1943
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2005,Percent,0.1579
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2005,Percent,0.3522
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2005,Number,87
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2005,Number,48
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2005,Number,39
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2004,Number,36
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2004,Number,97
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2004,Number,61
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2004,Percent,0.1379
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2004,Percent,0.3716
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2004,Percent,0.2337
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2003,Percent,0.14
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2003,Percent,0.33
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2003,Percent,0.19
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2003,Number,91
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2002,Number,23
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2003,Number,53
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2003,Number,38
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2002,Number,47
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2002,Number,70
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2002,Percent,0.08214
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2002,Percent,0.25
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2002,Percent,0.16786
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2001,Percent,0.0915
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2001,Percent,0.25163
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2001,Percent,0.16013
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2001,Number,49
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2001,Number,77
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2001,Number,28
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2000,Number,27
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2000,Number,63
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2000,Number,90
CHEYENNE COUNTY RE-5,Eligible for Free or Reduced Lunch,2000,Percent,0.26
CHEYENNE COUNTY RE-5,Eligible for Free Lunch,2000,Percent,0.18
CHEYENNE COUNTY RE-5,Eligible for Reduced Price Lunch,2000,Percent,0.08
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2000,Percent,0.06
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2000,Percent,0.03
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2000,Percent,0.03
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2000,Number,120
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2000,Number,126
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2000,Number,246
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2001,Number,102
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2001,Number,218
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2001,Number,116
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2001,Percent,0.02768
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2001,Percent,0.05202
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2001,Percent,0.02434
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2002,Percent,0.038
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2002,Percent,0.05689
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2002,Percent,0.01889
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2002,Number,247
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2002,Number,165
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2003,Number,92
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2003,Number,202
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2002,Number,82
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2003,Number,294
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2003,Percent,0.04
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2003,Percent,0.07
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2003,Percent,0.02
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2004,Percent,0.0469
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2004,Percent,0.0737
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2004,Percent,0.0268
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2004,Number,210
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2004,Number,330
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2004,Number,120
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2005,Number,129
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2005,Number,235
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2005,Number,364
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2005,Percent,0.0798
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2005,Percent,0.0283
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2005,Percent,0.0515
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2006,Percent,0.057
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2006,Percent,0.0859
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2006,Percent,0.0288
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2006,Number,273
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2006,Number,138
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2006,Number,411
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2007,Number,293
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2007,Number,452
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2007,Number,159
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2007,Percent,0.03
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2007,Percent,0.06
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2008,Percent,0.1094
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2007,Percent,0.09
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2008,Percent,0.0351
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2008,Percent,0.0743
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2008,Number,508
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2008,Number,345
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2008,Number,163
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2013,Number,235
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2013,Number,808
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2013,Number,573
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2013,Percent,0.11176
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2013,Percent,0.1576
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2013,Percent,0.04584
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2009,Percent,0.1014
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2009,Percent,0.1464
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2009,Percent,0.045
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2009,Number,670
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2010,Number,642
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2010,Number,435
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2009,Number,206
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2009,Number,464
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2010,Percent,0.141
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2010,Percent,0.095
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2010,Percent,0.045
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2011,Percent,0.1143
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2011,Percent,0.147
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2011,Percent,0.0327
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2010,Number,207
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2011,Number,527
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2011,Number,151
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2011,Number,678
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2012,Number,694
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2012,Number,164
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2012,Number,530
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2012,Percent,0.14922
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2014,Percent,0.14316
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2012,Percent,0.11395
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2012,Percent,0.03526
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2014,Percent,0.03555
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2014,Percent,0.10761
CHEYENNE MOUNTAIN 12,Eligible for Free Lunch,2014,Number,554
CHEYENNE MOUNTAIN 12,Eligible for Reduced Price Lunch,2014,Number,183
CHEYENNE MOUNTAIN 12,Eligible for Free or Reduced Lunch,2014,Number,737
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2014,Number,223
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2014,Number,34
CLEAR CREEK RE-1,Eligible for Free Lunch,2014,Number,189
CLEAR CREEK RE-1,Eligible for Free Lunch,2014,Percent,0.21236
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2014,Percent,0.0382
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2012,Percent,0.04797
CLEAR CREEK RE-1,Eligible for Free Lunch,2012,Percent,0.19604
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2014,Percent,0.25056
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2012,Percent,0.244
CLEAR CREEK RE-1,Eligible for Free Lunch,2012,Number,188
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2012,Number,46
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2012,Number,234
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2011,Number,236
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2011,Number,45
CLEAR CREEK RE-1,Eligible for Free Lunch,2011,Number,191
