Location,Race Ethnicity,TimeFrame,DataFormat,Data
DURANGO 9-R,Hispanic,2012,Percent,0.4406
EADS RE-1,Hispanic,2012,Percent,LNE
EAGLE COUNTY RE 50,Hispanic,2012,Percent,0.3798
EAST GRAND 2,Hispanic,2012,Percent,0.3788
EAST OTERO R-1,Hispanic,2012,Percent,0.3502
EAST YUMA COUNTY RJ-2,Hispanic,2012,Percent,N/A
EATON RE-2,Hispanic,2012,Percent,0.5021
EDISON 54 JT,Hispanic,2012,Percent,LNE
ELBERT 200,Hispanic,2012,Percent,LNE
ELIZABETH C-1,Hispanic,2012,Percent,0.3571
ELLICOTT 22,Hispanic,2012,Percent,0.3083
ENGLEWOOD 1,Hispanic,2012,Percent,0.3206
CAMPO RE-6,Native American,2012,Percent,LNE
CANON CITY RE-1,Native American,2012,Percent,LNE
CENTENNIAL R-1,Native American,2012,Percent,LNE
CENTER 26 JT,Native American,2012,Percent,LNE
CHERAW 31,Native American,2012,Percent,LNE
CHERRY CREEK 5,Native American,2012,Percent,0.5096
CHEYENNE COUNTY RE-5,Native American,2012,Percent,LNE
CHEYENNE MOUNTAIN 12,Native American,2012,Percent,0.6364
CLEAR CREEK RE-1,Native American,2012,Percent,LNE
COLORADO SPRINGS 11,Native American,2012,Percent,0.396
COTOPAXI RE-3,Native American,2012,Percent,LNE
CREEDE CONSOLIDATED 1,Native American,2012,Percent,LNE
CRIPPLE CREEK-VICTOR RE-1,Native American,2012,Percent,LNE
CROWLEY COUNTY RE-1-J,Native American,2012,Percent,0.4118
CUSTER COUNTY SCHOOL DISTRICT C-1,Native American,2012,Percent,LNE
DE BEQUE 49JT,Native American,2012,Percent,LNE
DEER TRAIL 26J,Native American,2012,Percent,LNE
DEL NORTE C-7,Native American,2012,Percent,LNE
DELTA COUNTY 50(J),Native American,2012,Percent,0.375
DENVER COUNTY 1,Native American,2012,Percent,0.3425
DOLORES COUNTY RE NO.2,Native American,2012,Percent,LNE
DOLORES RE-4A,Native American,2012,Percent,0.25
DOUGLAS COUNTY RE 1,Native American,2012,Percent,0.5674
DURANGO 9-R,Native American,2012,Percent,0.3429
EADS RE-1,Native American,2012,Percent,LNE
EAGLE COUNTY RE 50,Native American,2012,Percent,0.36
EAST GRAND 2,Native American,2012,Percent,LNE
EAST OTERO R-1,Native American,2012,Percent,LNE
EAST YUMA COUNTY RJ-2,Native American,2012,Percent,N/A
EATON RE-2,Native American,2012,Percent,LNE
EDISON 54 JT,Native American,2012,Percent,LNE
ELBERT 200,Native American,2012,Percent,LNE
ELIZABETH C-1,Native American,2012,Percent,LNE
ELLICOTT 22,Native American,2012,Percent,LNE
ENGLEWOOD 1,Native American,2012,Percent,LNE
CAMPO RE-6,Two or more,2012,Percent,LNE
CANON CITY RE-1,Two or more,2012,Percent,0.5349
CENTENNIAL R-1,Two or more,2012,Percent,LNE
CENTER 26 JT,Two or more,2012,Percent,LNE
CHERAW 31,Two or more,2012,Percent,LNE
CHERRY CREEK 5,Two or more,2012,Percent,0.6533
CHEYENNE COUNTY RE-5,Two or more,2012,Percent,LNE
CHEYENNE MOUNTAIN 12,Two or more,2012,Percent,0.9223
CLEAR CREEK RE-1,Two or more,2012,Percent,LNE
COLORADO SPRINGS 11,Two or more,2012,Percent,0.5669
COTOPAXI RE-3,Two or more,2012,Percent,LNE
CREEDE CONSOLIDATED 1,Two or more,2012,Percent,LNE
CRIPPLE CREEK-VICTOR RE-1,Two or more,2012,Percent,LNE
CROWLEY COUNTY RE-1-J,Two or more,2012,Percent,LNE
CUSTER COUNTY SCHOOL DISTRICT C-1,Two or more,2012,Percent,LNE
DE BEQUE 49JT,Two or more,2012,Percent,LNE
DEER TRAIL 26J,Two or more,2012,Percent,LNE
DEL NORTE C-7,Two or more,2012,Percent,LNE
DELTA COUNTY 50(J),Two or more,2012,Percent,0.4833
DENVER COUNTY 1,Two or more,2012,Percent,0.5682
DOLORES COUNTY RE NO.2,Two or more,2012,Percent,LNE
DOLORES RE-4A,Two or more,2012,Percent,LNE
DOUGLAS COUNTY RE 1,Two or more,2012,Percent,0.707
DURANGO 9-R,Two or more,2012,Percent,0.641
EADS RE-1,Two or more,2012,Percent,LNE
EAGLE COUNTY RE 50,Two or more,2012,Percent,0.5778
EAST GRAND 2,Two or more,2012,Percent,LNE
EAST OTERO R-1,Two or more,2012,Percent,LNE
EAST YUMA COUNTY RJ-2,Two or more,2012,Percent,N/A
EATON RE-2,Two or more,2012,Percent,LNE
EDISON 54 JT,Two or more,2012,Percent,LNE
ELBERT 200,Two or more,2012,Percent,LNE
ELIZABETH C-1,Two or more,2012,Percent,0.4595
ELLICOTT 22,Two or more,2012,Percent,0.55
ENGLEWOOD 1,Two or more,2012,Percent,0.4
CAMPO RE-6,White,2012,Percent,0.381
CANON CITY RE-1,White,2012,Percent,0.5408
CENTENNIAL R-1,White,2012,Percent,LNE
CENTER 26 JT,White,2012,Percent,0.4
CHERAW 31,White,2012,Percent,0.4948
CHERRY CREEK 5,White,2012,Percent,0.7236
CHEYENNE COUNTY RE-5,White,2012,Percent,0.5765
CHEYENNE MOUNTAIN 12,White,2012,Percent,0.8172
CLEAR CREEK RE-1,White,2012,Percent,0.6667
COLORADO SPRINGS 11,White,2012,Percent,0.6196
COTOPAXI RE-3,White,2012,Percent,0.5943
CREEDE CONSOLIDATED 1,White,2012,Percent,0.7179
CRIPPLE CREEK-VICTOR RE-1,White,2012,Percent,0.4494
CROWLEY COUNTY RE-1-J,White,2012,Percent,0.587
CUSTER COUNTY SCHOOL DISTRICT C-1,White,2012,Percent,0.5865
DE BEQUE 49JT,White,2012,Percent,0.4783
DEER TRAIL 26J,White,2012,Percent,0.5062
DEL NORTE C-7,White,2012,Percent,0.5957
DELTA COUNTY 50(J),White,2012,Percent,0.5805
DENVER COUNTY 1,White,2012,Percent,0.7461
DOLORES COUNTY RE NO.2,White,2012,Percent,0.36
DOLORES RE-4A,White,2012,Percent,0.5989
DOUGLAS COUNTY RE 1,White,2012,Percent,0.7349
DURANGO 9-R,White,2012,Percent,0.6777
EADS RE-1,White,2012,Percent,0.7342
EAGLE COUNTY RE 50,White,2012,Percent,0.7362
EAST GRAND 2,White,2012,Percent,0.6534
EAST OTERO R-1,White,2012,Percent,0.523
EAST YUMA COUNTY RJ-2,White,2012,Percent,N/A
EATON RE-2,White,2012,Percent,0.6988
EDISON 54 JT,White,2012,Percent,0.7564
ELBERT 200,White,2012,Percent,0.5897
ELIZABETH C-1,White,2012,Percent,0.6233
ELLICOTT 22,White,2012,Percent,0.473
ENGLEWOOD 1,White,2012,Percent,0.4357
CAMPO RE-6,All Students,2013,Percent,0.42857
CANON CITY RE-1,All Students,2013,Percent,0.5329
CENTENNIAL R-1,All Students,2013,Percent,0.18095
CENTER 26 JT,All Students,2013,Percent,0.40166
CHERAW 31,All Students,2013,Percent,0.42647
CHERRY CREEK 5,All Students,2013,Percent,0.66656
CHEYENNE COUNTY RE-5,All Students,2013,Percent,0.53061
CHEYENNE MOUNTAIN 12,All Students,2013,Percent,0.80395
CLEAR CREEK RE-1,All Students,2013,Percent,0.6485
COLORADO SPRINGS 11,All Students,2013,Percent,0.54217
COTOPAXI RE-3,All Students,2013,Percent,0.55639
CREEDE CONSOLIDATED 1,All Students,2013,Percent,0.63462
CRIPPLE CREEK-VICTOR RE-1,All Students,2013,Percent,0.42647
CROWLEY COUNTY RE-1-J,All Students,2013,Percent,0.5331
CUSTER COUNTY SCHOOL DISTRICT C-1,All Students,2013,Percent,0.61803
DE BEQUE 49JT,All Students,2013,Percent,0.41429
DEER TRAIL 26J,All Students,2013,Percent,0.4
DEL NORTE C-7,All Students,2013,Percent,0.56146
DELTA COUNTY 50(J),All Students,2013,Percent,0.56592
DENVER COUNTY 1,All Students,2013,Percent,0.45741
DOLORES COUNTY RE NO.2,All Students,2013,Percent,0.40714
DOLORES RE-4A,All Students,2013,Percent,0.53721
DOUGLAS COUNTY RE 1,All Students,2013,Percent,0.69947
DURANGO 9-R,All Students,2013,Percent,0.61323
EADS RE-1,All Students,2013,Percent,0.66
EAGLE COUNTY RE 50,All Students,2013,Percent,0.56183
EAST GRAND 2,All Students,2013,Percent,0.64659
EAST OTERO R-1,All Students,2013,Percent,0.35954
EAST YUMA COUNTY RJ-2,All Students,2013,Percent,N/A
EATON RE-2,All Students,2013,Percent,0.66316
EDISON 54 JT,All Students,2013,Percent,0.66667
ELBERT 200,All Students,2013,Percent,0.576
ELIZABETH C-1,All Students,2013,Percent,0.58219
ELLICOTT 22,All Students,2013,Percent,0.48866
ENGLEWOOD 1,All Students,2013,Percent,0.36223
CAMPO RE-6,Asian,2013,Percent,LNE
CANON CITY RE-1,Asian,2013,Percent,LNE
CENTENNIAL R-1,Asian,2013,Percent,LNE
CENTER 26 JT,Asian,2013,Percent,LNE
CHERAW 31,Asian,2013,Percent,LNE
CHERRY CREEK 5,Asian,2013,Percent,0.8296
CHEYENNE COUNTY RE-5,Asian,2013,Percent,LNE
CHEYENNE MOUNTAIN 12,Asian,2013,Percent,0.8571
CLEAR CREEK RE-1,Asian,2013,Percent,LNE
COLORADO SPRINGS 11,Asian,2013,Percent,0.6418
COTOPAXI RE-3,Asian,2013,Percent,LNE
CREEDE CONSOLIDATED 1,Asian,2013,Percent,LNE
CRIPPLE CREEK-VICTOR RE-1,Asian,2013,Percent,LNE
CROWLEY COUNTY RE-1-J,Asian,2013,Percent,LNE
CUSTER COUNTY SCHOOL DISTRICT C-1,Asian,2013,Percent,LNE
DE BEQUE 49JT,Asian,2013,Percent,LNE
DEER TRAIL 26J,Asian,2013,Percent,LNE
DEL NORTE C-7,Asian,2013,Percent,LNE
DELTA COUNTY 50(J),Asian,2013,Percent,0.4643
DENVER COUNTY 1,Asian,2013,Percent,0.6152
DOLORES COUNTY RE NO.2,Asian,2013,Percent,LNE
DOLORES RE-4A,Asian,2013,Percent,LNE
DOUGLAS COUNTY RE 1,Asian,2013,Percent,0.8277
DURANGO 9-R,Asian,2013,Percent,0.75
EADS RE-1,Asian,2013,Percent,LNE
EAGLE COUNTY RE 50,Asian,2013,Percent,0.7556
EAST GRAND 2,Asian,2013,Percent,LNE
EAST OTERO R-1,Asian,2013,Percent,LNE
EAST YUMA COUNTY RJ-2,Asian,2013,Percent,N/A
EATON RE-2,Asian,2013,Percent,LNE
EDISON 54 JT,Asian,2013,Percent,LNE
ELBERT 200,Asian,2013,Percent,LNE
ELIZABETH C-1,Asian,2013,Percent,LNE
ELLICOTT 22,Asian,2013,Percent,LNE
ENGLEWOOD 1,Asian,2013,Percent,LNE
CAMPO RE-6,Black,2013,Percent,LNE
CANON CITY RE-1,Black,2013,Percent,LNE
CENTENNIAL R-1,Black,2013,Percent,LNE
CENTER 26 JT,Black,2013,Percent,LNE
CHERAW 31,Black,2013,Percent,LNE
CHERRY CREEK 5,Black,2013,Percent,0.4226
CHEYENNE COUNTY RE-5,Black,2013,Percent,LNE
CHEYENNE MOUNTAIN 12,Black,2013,Percent,0.4699
CLEAR CREEK RE-1,Black,2013,Percent,LNE
COLORADO SPRINGS 11,Black,2013,Percent,0.3123
COTOPAXI RE-3,Black,2013,Percent,LNE
CREEDE CONSOLIDATED 1,Black,2013,Percent,LNE
CRIPPLE CREEK-VICTOR RE-1,Black,2013,Percent,LNE
CROWLEY COUNTY RE-1-J,Black,2013,Percent,LNE
CUSTER COUNTY SCHOOL DISTRICT C-1,Black,2013,Percent,LNE
DE BEQUE 49JT,Black,2013,Percent,LNE
DEER TRAIL 26J,Black,2013,Percent,LNE
DEL NORTE C-7,Black,2013,Percent,LNE
DELTA COUNTY 50(J),Black,2013,Percent,0.3529
DENVER COUNTY 1,Black,2013,Percent,0.3088
DOLORES COUNTY RE NO.2,Black,2013,Percent,LNE
DOLORES RE-4A,Black,2013,Percent,LNE
DOUGLAS COUNTY RE 1,Black,2013,Percent,0.3811
DURANGO 9-R,Black,2013,Percent,LNE
EADS RE-1,Black,2013,Percent,LNE
EAGLE COUNTY RE 50,Black,2013,Percent,0.375
EAST GRAND 2,Black,2013,Percent,LNE
EAST OTERO R-1,Black,2013,Percent,LNE
EAST YUMA COUNTY RJ-2,Black,2013,Percent,N/A
EATON RE-2,Black,2013,Percent,LNE
EDISON 54 JT,Black,2013,Percent,LNE
ELBERT 200,Black,2013,Percent,LNE
ELIZABETH C-1,Black,2013,Percent,LNE
ELLICOTT 22,Black,2013,Percent,LNE
ENGLEWOOD 1,Black,2013,Percent,0.1071
CAMPO RE-6,Hawaiian/Pacific Islander,2013,Percent,LNE
CANON CITY RE-1,Hawaiian/Pacific Islander,2013,Percent,LNE
CENTENNIAL R-1,Hawaiian/Pacific Islander,2013,Percent,LNE
CENTER 26 JT,Hawaiian/Pacific Islander,2013,Percent,LNE
CHERAW 31,Hawaiian/Pacific Islander,2013,Percent,LNE
CHERRY CREEK 5,Hawaiian/Pacific Islander,2013,Percent,0.5851
CHEYENNE COUNTY RE-5,Hawaiian/Pacific Islander,2013,Percent,LNE
CHEYENNE MOUNTAIN 12,Hawaiian/Pacific Islander,2013,Percent,LNE
CLEAR CREEK RE-1,Hawaiian/Pacific Islander,2013,Percent,LNE
COLORADO SPRINGS 11,Hawaiian/Pacific Islander,2013,Percent,0.549
COTOPAXI RE-3,Hawaiian/Pacific Islander,2013,Percent,LNE
CREEDE CONSOLIDATED 1,Hawaiian/Pacific Islander,2013,Percent,LNE
CRIPPLE CREEK-VICTOR RE-1,Hawaiian/Pacific Islander,2013,Percent,LNE
CROWLEY COUNTY RE-1-J,Hawaiian/Pacific Islander,2013,Percent,LNE
CUSTER COUNTY SCHOOL DISTRICT C-1,Hawaiian/Pacific Islander,2013,Percent,LNE
DE BEQUE 49JT,Hawaiian/Pacific Islander,2013,Percent,LNE
DEER TRAIL 26J,Hawaiian/Pacific Islander,2013,Percent,LNE
DEL NORTE C-7,Hawaiian/Pacific Islander,2013,Percent,LNE
DELTA COUNTY 50(J),Hawaiian/Pacific Islander,2013,Percent,LNE
DENVER COUNTY 1,Hawaiian/Pacific Islander,2013,Percent,0.4898
DOLORES COUNTY RE NO.2,Hawaiian/Pacific Islander,2013,Percent,LNE
DOLORES RE-4A,Hawaiian/Pacific Islander,2013,Percent,LNE
DOUGLAS COUNTY RE 1,Hawaiian/Pacific Islander,2013,Percent,0.5283
DURANGO 9-R,Hawaiian/Pacific Islander,2013,Percent,LNE
EADS RE-1,Hawaiian/Pacific Islander,2013,Percent,LNE
EAGLE COUNTY RE 50,Hawaiian/Pacific Islander,2013,Percent,LNE
EAST GRAND 2,Hawaiian/Pacific Islander,2013,Percent,LNE
EAST OTERO R-1,Hawaiian/Pacific Islander,2013,Percent,LNE
EAST YUMA COUNTY RJ-2,Hawaiian/Pacific Islander,2013,Percent,N/A
EATON RE-2,Hawaiian/Pacific Islander,2013,Percent,LNE
EDISON 54 JT,Hawaiian/Pacific Islander,2013,Percent,LNE
ELBERT 200,Hawaiian/Pacific Islander,2013,Percent,LNE
ELIZABETH C-1,Hawaiian/Pacific Islander,2013,Percent,LNE
ELLICOTT 22,Hawaiian/Pacific Islander,2013,Percent,LNE
ENGLEWOOD 1,Hawaiian/Pacific Islander,2013,Percent,LNE
CALHAN RJ-1,Hispanic,2013,Percent,0.5185
CAMPO RE-6,Hispanic,2013,Percent,LNE
CANON CITY RE-1,Hispanic,2013,Percent,0.5294
CENTENNIAL R-1,Hispanic,2013,Percent,0.1735
CENTER 26 JT,Hispanic,2013,Percent,0.3821
CHERAW 31,Hispanic,2013,Percent,0.3333
CHERRY CREEK 5,Hispanic,2013,Percent,0.5277
CHEYENNE COUNTY RE-5,Hispanic,2013,Percent,0.4286
CHEYENNE MOUNTAIN 12,Hispanic,2013,Percent,0.7216
CLEAR CREEK RE-1,Hispanic,2013,Percent,0.5116
COLORADO SPRINGS 11,Hispanic,2013,Percent,0.4434
COTOPAXI RE-3,Hispanic,2013,Percent,LNE
CREEDE CONSOLIDATED 1,Hispanic,2013,Percent,LNE
CRIPPLE CREEK-VICTOR RE-1,Hispanic,2013,Percent,0.3158
CROWLEY COUNTY RE-1-J,Hispanic,2013,Percent,0.463
CUSTER COUNTY SCHOOL DISTRICT C-1,Hispanic,2013,Percent,LNE
DE BEQUE 49JT,Hispanic,2013,Percent,LNE
DEER TRAIL 26J,Hispanic,2013,Percent,LNE
DEL NORTE C-7,Hispanic,2013,Percent,0.503
DELTA COUNTY 50(J),Hispanic,2013,Percent,0.5
DENVER COUNTY 1,Hispanic,2013,Percent,0.3785
DOLORES COUNTY RE NO.2,Hispanic,2013,Percent,LNE
DOLORES RE-4A,Hispanic,2013,Percent,0.4211
DOUGLAS COUNTY RE 1,Hispanic,2013,Percent,0.5205
DURANGO 9-R,Hispanic,2013,Percent,0.4106
EADS RE-1,Hispanic,2013,Percent,LNE
EAGLE COUNTY RE 50,Hispanic,2013,Percent,0.3865
EAST GRAND 2,Hispanic,2013,Percent,0.3951
EAST OTERO R-1,Hispanic,2013,Percent,0.311
EAST YUMA COUNTY RJ-2,Hispanic,2013,Percent,N/A
EATON RE-2,Hispanic,2013,Percent,0.4767
EDISON 54 JT,Hispanic,2013,Percent,LNE
ELBERT 200,Hispanic,2013,Percent,LNE
ELIZABETH C-1,Hispanic,2013,Percent,0.415
ELLICOTT 22,Hispanic,2013,Percent,0.3475
ENGLEWOOD 1,Hispanic,2013,Percent,0.2639
CALHAN RJ-1,Native American,2013,Percent,LNE
CAMPO RE-6,Native American,2013,Percent,LNE
CANON CITY RE-1,Native American,2013,Percent,0.375
CENTENNIAL R-1,Native American,2013,Percent,LNE
CENTER 26 JT,Native American,2013,Percent,LNE
CHERAW 31,Native American,2013,Percent,LNE
CHERRY CREEK 5,Native American,2013,Percent,0.5714
CHEYENNE COUNTY RE-5,Native American,2013,Percent,LNE
CHEYENNE MOUNTAIN 12,Native American,2013,Percent,LNE
CLEAR CREEK RE-1,Native American,2013,Percent,LNE
COLORADO SPRINGS 11,Native American,2013,Percent,0.3963
COTOPAXI RE-3,Native American,2013,Percent,LNE
CREEDE CONSOLIDATED 1,Native American,2013,Percent,LNE
CRIPPLE CREEK-VICTOR RE-1,Native American,2013,Percent,LNE
CROWLEY COUNTY RE-1-J,Native American,2013,Percent,0.5625
CUSTER COUNTY SCHOOL DISTRICT C-1,Native American,2013,Percent,LNE
DE BEQUE 49JT,Native American,2013,Percent,LNE
DEER TRAIL 26J,Native American,2013,Percent,LNE
DEL NORTE C-7,Native American,2013,Percent,LNE
DELTA COUNTY 50(J),Native American,2013,Percent,0.7
DENVER COUNTY 1,Native American,2013,Percent,0.3353
DOLORES COUNTY RE NO.2,Native American,2013,Percent,LNE
DOLORES RE-4A,Native American,2013,Percent,LNE
DOUGLAS COUNTY RE 1,Native American,2013,Percent,0.5789
DURANGO 9-R,Native American,2013,Percent,0.3186
EADS RE-1,Native American,2013,Percent,LNE
EAGLE COUNTY RE 50,Native American,2013,Percent,0.4286
EAST GRAND 2,Native American,2013,Percent,LNE
EAST OTERO R-1,Native American,2013,Percent,LNE
EAST YUMA COUNTY RJ-2,Native American,2013,Percent,N/A
EATON RE-2,Native American,2013,Percent,LNE
EDISON 54 JT,Native American,2013,Percent,LNE
ELBERT 200,Native American,2013,Percent,LNE
ELIZABETH C-1,Native American,2013,Percent,LNE
ELLICOTT 22,Native American,2013,Percent,LNE
ENGLEWOOD 1,Native American,2013,Percent,0.2609
CALHAN RJ-1,Two or more,2013,Percent,LNE
CAMPO RE-6,Two or more,2013,Percent,LNE
CANON CITY RE-1,Two or more,2013,Percent,0.4262
CENTENNIAL R-1,Two or more,2013,Percent,LNE
CENTER 26 JT,Two or more,2013,Percent,LNE
CHERAW 31,Two or more,2013,Percent,LNE
CHERRY CREEK 5,Two or more,2013,Percent,0.6826
CHEYENNE COUNTY RE-5,Two or more,2013,Percent,LNE
CHEYENNE MOUNTAIN 12,Two or more,2013,Percent,0.8929
CLEAR CREEK RE-1,Two or more,2013,Percent,LNE
COLORADO SPRINGS 11,Two or more,2013,Percent,0.5652
COTOPAXI RE-3,Two or more,2013,Percent,LNE
CREEDE CONSOLIDATED 1,Two or more,2013,Percent,LNE
CRIPPLE CREEK-VICTOR RE-1,Two or more,2013,Percent,LNE
CROWLEY COUNTY RE-1-J,Two or more,2013,Percent,LNE
CUSTER COUNTY SCHOOL DISTRICT C-1,Two or more,2013,Percent,LNE
DE BEQUE 49JT,Two or more,2013,Percent,LNE
DEER TRAIL 26J,Two or more,2013,Percent,LNE
DEL NORTE C-7,Two or more,2013,Percent,LNE
DELTA COUNTY 50(J),Two or more,2013,Percent,0.5
DENVER COUNTY 1,Two or more,2013,Percent,0.6048
DOLORES COUNTY RE NO.2,Two or more,2013,Percent,LNE
DOLORES RE-4A,Two or more,2013,Percent,LNE
DOUGLAS COUNTY RE 1,Two or more,2013,Percent,0.7072
DURANGO 9-R,Two or more,2013,Percent,0.5652
EADS RE-1,Two or more,2013,Percent,LNE
EAGLE COUNTY RE 50,Two or more,2013,Percent,0.7
EAST GRAND 2,Two or more,2013,Percent,LNE
EAST OTERO R-1,Two or more,2013,Percent,LNE
EAST YUMA COUNTY RJ-2,Two or more,2013,Percent,N/A
EATON RE-2,Two or more,2013,Percent,LNE
EDISON 54 JT,Two or more,2013,Percent,LNE
ELBERT 200,Two or more,2013,Percent,LNE
ELIZABETH C-1,Two or more,2013,Percent,0.5676
ELLICOTT 22,Two or more,2013,Percent,0.5357
ENGLEWOOD 1,Two or more,2013,Percent,0.383
CALHAN RJ-1,White,2013,Percent,0.542
CAMPO RE-6,White,2013,Percent,0.4074
CANON CITY RE-1,White,2013,Percent,0.536
CENTENNIAL R-1,White,2013,Percent,0
CENTER 26 JT,White,2013,Percent,0.8125
CHERAW 31,White,2013,Percent,0.4466
CHERRY CREEK 5,White,2013,Percent,0.7414
CHEYENNE COUNTY RE-5,White,2013,Percent,0.5526
CHEYENNE MOUNTAIN 12,White,2013,Percent,0.8257
CLEAR CREEK RE-1,White,2013,Percent,0.6667
COLORADO SPRINGS 11,White,2013,Percent,0.6246
COTOPAXI RE-3,White,2013,Percent,0.521
CREEDE CONSOLIDATED 1,White,2013,Percent,0.7317
CRIPPLE CREEK-VICTOR RE-1,White,2013,Percent,0.4368
CROWLEY COUNTY RE-1-J,White,2013,Percent,0.5578
CUSTER COUNTY SCHOOL DISTRICT C-1,White,2013,Percent,0.6233
DE BEQUE 49JT,White,2013,Percent,0.4167
DEER TRAIL 26J,White,2013,Percent,0.4524
DEL NORTE C-7,White,2013,Percent,0.6484
DELTA COUNTY 50(J),White,2013,Percent,0.589
DENVER COUNTY 1,White,2013,Percent,0.7644
DOLORES COUNTY RE NO.2,White,2013,Percent,0.4242
DOLORES RE-4A,White,2013,Percent,0.5595
DOUGLAS COUNTY RE 1,White,2013,Percent,0.7309
DURANGO 9-R,White,2013,Percent,0.6807
EADS RE-1,White,2013,Percent,0.6744
EAGLE COUNTY RE 50,White,2013,Percent,0.7368
EAST GRAND 2,White,2013,Percent,0.6801
EAST OTERO R-1,White,2013,Percent,0.4466
EAST YUMA COUNTY RJ-2,White,2013,Percent,N/A
EATON RE-2,White,2013,Percent,0.7173
EDISON 54 JT,White,2013,Percent,0.6892
ELBERT 200,White,2013,Percent,0.5776
ELIZABETH C-1,White,2013,Percent,0.6021
ELLICOTT 22,White,2013,Percent,0.5363
ENGLEWOOD 1,White,2013,Percent,0.4223
CALHAN RJ-1,All Students,2014,Percent,0.50172
CAMPO RE-6,All Students,2014,Percent,0.41667
CANON CITY RE-1,All Students,2014,Percent,0.50438
CENTENNIAL R-1,All Students,2014,Percent,0.32759
CENTER 26 JT,All Students,2014,Percent,0.37647
CHERAW 31,All Students,2014,Percent,0.39695
CHERRY CREEK 5,All Students,2014,Percent,0.65949
CHEYENNE COUNTY RE-5,All Students,2014,Percent,0.50549
CHEYENNE MOUNTAIN 12,All Students,2014,Percent,0.8289
CLEAR CREEK RE-1,All Students,2014,Percent,0.60845
COLORADO SPRINGS 11,All Students,2014,Percent,0.52532
COTOPAXI RE-3,All Students,2014,Percent,0.56115
CREEDE CONSOLIDATED 1,All Students,2014,Percent,0.66667
CRIPPLE CREEK-VICTOR RE-1,All Students,2014,Percent,0.45902
CROWLEY COUNTY RE-1-J,All Students,2014,Percent,0.51579
CUSTER COUNTY SCHOOL DISTRICT C-1,All Students,2014,Percent,0.57021
DE BEQUE 49JT,All Students,2014,Percent,0.51765
DEER TRAIL 26J,All Students,2014,Percent,0.55
DEL NORTE C-7,All Students,2014,Percent,0.61232
DELTA COUNTY 50(J),All Students,2014,Percent,0.56962
DENVER COUNTY 1,All Students,2014,Percent,0.46647
DOLORES COUNTY RE NO.2,All Students,2014,Percent,0.44898
DOLORES RE-4A,All Students,2014,Percent,0.48681
DOUGLAS COUNTY RE 1,All Students,2014,Percent,0.69751
DURANGO 9-R,All Students,2014,Percent,0.59648
EADS RE-1,All Students,2014,Percent,0.63636
EAGLE COUNTY RE 50,All Students,2014,Percent,0.53596
EAST GRAND 2,All Students,2014,Percent,0.64993
EAST OTERO R-1,All Students,2014,Percent,0.35467
EAST YUMA COUNTY RJ-2,All Students,2014,Percent,N/A
EATON RE-2,All Students,2014,Percent,0.67558
EDISON 54 JT,All Students,2014,Percent,0.73118
ELBERT 200,All Students,2014,Percent,0.58333
ELIZABETH C-1,All Students,2014,Percent,0.56489
ELLICOTT 22,All Students,2014,Percent,0.47857
ENGLEWOOD 1,All Students,2014,Percent,0.36382
CALHAN RJ-1,Asian,2014,Percent,LNE
CAMPO RE-6,Asian,2014,Percent,LNE
CANON CITY RE-1,Asian,2014,Percent,LNE
CENTENNIAL R-1,Asian,2014,Percent,LNE
CENTER 26 JT,Asian,2014,Percent,LNE
CHERAW 31,Asian,2014,Percent,LNE
CHERRY CREEK 5,Asian,2014,Percent,0.8348
CHEYENNE COUNTY RE-5,Asian,2014,Percent,LNE
CHEYENNE MOUNTAIN 12,Asian,2014,Percent,0.8496
CLEAR CREEK RE-1,Asian,2014,Percent,LNE
COLORADO SPRINGS 11,Asian,2014,Percent,0.6545
COTOPAXI RE-3,Asian,2014,Percent,LNE
CREEDE CONSOLIDATED 1,Asian,2014,Percent,LNE
CRIPPLE CREEK-VICTOR RE-1,Asian,2014,Percent,LNE
CROWLEY COUNTY RE-1-J,Asian,2014,Percent,LNE
CUSTER COUNTY SCHOOL DISTRICT C-1,Asian,2014,Percent,LNE
DE BEQUE 49JT,Asian,2014,Percent,LNE
DEER TRAIL 26J,Asian,2014,Percent,LNE
DEL NORTE C-7,Asian,2014,Percent,LNE
DELTA COUNTY 50(J),Asian,2014,Percent,0.5227
DENVER COUNTY 1,Asian,2014,Percent,0.645
DOLORES COUNTY RE NO.2,Asian,2014,Percent,LNE
DOLORES RE-4A,Asian,2014,Percent,LNE
DOUGLAS COUNTY RE 1,Asian,2014,Percent,0.8265
DURANGO 9-R,Asian,2014,Percent,0.7407
EADS RE-1,Asian,2014,Percent,LNE
EAGLE COUNTY RE 50,Asian,2014,Percent,0.7209
EAST GRAND 2,Asian,2014,Percent,LNE
EAST OTERO R-1,Asian,2014,Percent,LNE
EAST YUMA COUNTY RJ-2,Asian,2014,Percent,N/A
EATON RE-2,Asian,2014,Percent,LNE
EDISON 54 JT,Asian,2014,Percent,LNE
ELBERT 200,Asian,2014,Percent,LNE
ELIZABETH C-1,Asian,2014,Percent,LNE
ELLICOTT 22,Asian,2014,Percent,LNE
ENGLEWOOD 1,Asian,2014,Percent,LNE
CALHAN RJ-1,Black,2014,Percent,LNE
CAMPO RE-6,Black,2014,Percent,LNE
CANON CITY RE-1,Black,2014,Percent,LNE
CENTENNIAL R-1,Black,2014,Percent,LNE
CENTER 26 JT,Black,2014,Percent,LNE
CHERAW 31,Black,2014,Percent,LNE
