Location,Score,TimeFrame,DataFormat,Data
CRIPPLE CREEK-VICTOR RE-1,Math,2009,Percent,0.76
CROWLEY COUNTY RE-1-J,Math,2009,Percent,0.724
CUSTER COUNTY SCHOOL DISTRICT C-1,Math,2009,Percent,0.886
DE BEQUE 49JT,Math,2009,Percent,#VALUE!
DEER TRAIL 26J,Math,2009,Percent,#VALUE!
DEL NORTE C-7,Math,2009,Percent,0.69
DELTA COUNTY 50(J),Math,2009,Percent,0.756
DENVER COUNTY 1,Math,2009,Percent,0.487
DOLORES COUNTY RE NO.2,Math,2009,Percent,0.842
DOLORES RE-4A,Math,2009,Percent,0.596
DOUGLAS COUNTY RE 1,Math,2009,Percent,0.811
DURANGO 9-R,Math,2009,Percent,0.77
EADS RE-1,Math,2009,Percent,#VALUE!
EAGLE COUNTY RE 50,Math,2009,Percent,0.692
EAST GRAND 2,Math,2009,Percent,0.725
EAST OTERO R-1,Math,2009,Percent,0.66
EAST YUMA COUNTY RJ-2,Math,2009,Percent,
EATON RE-2,Math,2009,Percent,0.836
EDISON 54 JT,Math,2009,Percent,#VALUE!
ELBERT 200,Math,2009,Percent,0.944
ELIZABETH C-1,Math,2009,Percent,0.845
ELLICOTT 22,Math,2009,Percent,0.577
ENGLEWOOD 1,Math,2009,Percent,0.587
FALCON 49,Math,2009,Percent,0.78
FLORENCE RE-2,Math,2009,Percent,0.808
FORT MORGAN RE-3,Math,2009,Percent,0.604
BUENA VISTA R-31,Math,2010,Percent,0.81
BUFFALO RE-4,Math,2010,Percent,0.783
BURLINGTON RE-6J,Math,2010,Percent,0.683
BYERS 32J,Math,2010,Percent,0.737
CALHAN RJ-1,Math,2010,Percent,0.756
CAMPO RE-6,Math,2010,Percent,N/A
CANON CITY RE-1,Math,2010,Percent,0.727
CENTENNIAL R-1,Math,2010,Percent,N/A
CENTER 26 JT,Math,2010,Percent,0.314
CHERAW 31,Math,2010,Percent,0.941
CHERRY CREEK 5,Math,2010,Percent,0.784
CHEYENNE COUNTY RE-5,Math,2010,Percent,N/A
CHEYENNE MOUNTAIN 12,Math,2010,Percent,0.91
CLEAR CREEK RE-1,Math,2010,Percent,0.779
COLORADO SPRINGS 11,Math,2010,Percent,0.738
COTOPAXI RE-3,Math,2010,Percent,0.471
CREEDE CONSOLIDATED 1,Math,2010,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Math,2010,Percent,0.773
CROWLEY COUNTY RE-1-J,Math,2010,Percent,0.818
CUSTER COUNTY SCHOOL DISTRICT C-1,Math,2010,Percent,0.769
DE BEQUE 49JT,Math,2010,Percent,N/A
DEER TRAIL 26J,Math,2010,Percent,N/A
DEL NORTE C-7,Math,2010,Percent,0.754
DELTA COUNTY 50(J),Math,2010,Percent,0.815
DENVER COUNTY 1,Math,2010,Percent,0.515
DOLORES COUNTY RE NO.2,Math,2010,Percent,0.885
DOLORES RE-4A,Math,2010,Percent,0.833
DOUGLAS COUNTY RE 1,Math,2010,Percent,0.835
DURANGO 9-R,Math,2010,Percent,0.77
EADS RE-1,Math,2010,Percent,N/A
EAGLE COUNTY RE 50,Math,2010,Percent,0.725
EAST GRAND 2,Math,2010,Percent,0.816
EAST OTERO R-1,Math,2010,Percent,0.656
EAST YUMA COUNTY RJ-2,Math,2010,Percent,N/A
EATON RE-2,Math,2010,Percent,0.81
EDISON 54 JT,Math,2010,Percent,N/A
ELBERT 200,Math,2010,Percent,0.938
ELIZABETH C-1,Math,2010,Percent,0.833
ELLICOTT 22,Math,2010,Percent,0.5
ENGLEWOOD 1,Math,2010,Percent,0.663
FALCON 49,Math,2010,Percent,0.805
FLORENCE RE-2,Math,2010,Percent,0.637
FORT MORGAN RE-3,Math,2010,Percent,0.557
BUENA VISTA R-31,Reading,2008,Percent,0.683
BUFFALO RE-4,Reading,2008,Percent,0.68
BURLINGTON RE-6J,Reading,2008,Percent,0.922
BYERS 32J,Reading,2008,Percent,0.686
CALHAN RJ-1,Reading,2008,Percent,0.689
CAMPO RE-6,Reading,2008,Percent,N/A
CANON CITY RE-1,Reading,2008,Percent,0.777
CENTENNIAL R-1,Reading,2008,Percent,N/A
CENTER 26 JT,Reading,2008,Percent,0.302
CHERAW 31,Reading,2008,Percent,N/A
CHERRY CREEK 5,Reading,2008,Percent,0.756
CHEYENNE COUNTY RE-5,Reading,2008,Percent,N/A
CHEYENNE MOUNTAIN 12,Reading,2008,Percent,0.891
CLEAR CREEK RE-1,Reading,2008,Percent,0.84
COLORADO SPRINGS 11,Reading,2008,Percent,0.72
COTOPAXI RE-3,Reading,2008,Percent,N/A
CREEDE CONSOLIDATED 1,Reading,2008,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Reading,2008,Percent,0.969
CROWLEY COUNTY RE-1-J,Reading,2008,Percent,0.63
CUSTER COUNTY SCHOOL DISTRICT C-1,Reading,2008,Percent,0.71
DE BEQUE 49JT,Reading,2008,Percent,N/A
DEER TRAIL 26J,Reading,2008,Percent,N/A
DEL NORTE C-7,Reading,2008,Percent,0.593
DELTA COUNTY 50(J),Reading,2008,Percent,0.738
DENVER COUNTY 1,Reading,2008,Percent,0.507
DOLORES COUNTY RE NO.2,Reading,2008,Percent,0.75
DOLORES RE-4A,Reading,2008,Percent,0.674
DOUGLAS COUNTY RE 1,Reading,2008,Percent,0.821
DURANGO 9-R,Reading,2008,Percent,0.774
EADS RE-1,Reading,2008,Percent,N/A
EAGLE COUNTY RE 50,Reading,2008,Percent,0.677
EAST GRAND 2,Reading,2008,Percent,0.817
EAST OTERO R-1,Reading,2008,Percent,0.545
EAST YUMA COUNTY RJ-2,Reading,2008,Percent,N/A
EATON RE-2,Reading,2008,Percent,0.764
EDISON 54 JT,Reading,2008,Percent,N/A
ELBERT 200,Reading,2008,Percent,0.882
ELIZABETH C-1,Reading,2008,Percent,0.756
ELLICOTT 22,Reading,2008,Percent,0.625
ENGLEWOOD 1,Reading,2008,Percent,0.644
FALCON 49,Reading,2008,Percent,0.766
FLORENCE RE-2,Reading,2008,Percent,0.794
FORT MORGAN RE-3,Reading,2008,Percent,0.675
BUENA VISTA R-31,Reading,2009,Percent,0.867
BUFFALO RE-4,Reading,2009,Percent,0.957
BURLINGTON RE-6J,Reading,2009,Percent,0.688
BYERS 32J,Reading,2009,Percent,0.885
CALHAN RJ-1,Reading,2009,Percent,0.776
CAMPO RE-6,Reading,2009,Percent,N/A
CANON CITY RE-1,Reading,2009,Percent,0.722
CENTENNIAL R-1,Reading,2009,Percent,N/A
CENTER 26 JT,Reading,2009,Percent,0.412
CHERAW 31,Reading,2009,Percent,0.875
CHERRY CREEK 5,Reading,2009,Percent,0.775
CHEYENNE COUNTY RE-5,Reading,2009,Percent,N/A
CHEYENNE MOUNTAIN 12,Reading,2009,Percent,0.929
CLEAR CREEK RE-1,Reading,2009,Percent,0.851
COLORADO SPRINGS 11,Reading,2009,Percent,0.75
COTOPAXI RE-3,Reading,2009,Percent,N/A
CREEDE CONSOLIDATED 1,Reading,2009,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Reading,2009,Percent,0.88
CROWLEY COUNTY RE-1-J,Reading,2009,Percent,0.833
CUSTER COUNTY SCHOOL DISTRICT C-1,Reading,2009,Percent,0.882
DE BEQUE 49JT,Reading,2009,Percent,N/A
DEER TRAIL 26J,Reading,2009,Percent,N/A
DEL NORTE C-7,Reading,2009,Percent,0.69
DELTA COUNTY 50(J),Reading,2009,Percent,0.765
DENVER COUNTY 1,Reading,2009,Percent,0.514
DOLORES COUNTY RE NO.2,Reading,2009,Percent,0.889
DOLORES RE-4A,Reading,2009,Percent,0.792
DOUGLAS COUNTY RE 1,Reading,2009,Percent,0.842
DURANGO 9-R,Reading,2009,Percent,0.819
EADS RE-1,Reading,2009,Percent,N/A
EAGLE COUNTY RE 50,Reading,2009,Percent,0.713
EAST GRAND 2,Reading,2009,Percent,0.739
EAST OTERO R-1,Reading,2009,Percent,0.557
EAST YUMA COUNTY RJ-2,Reading,2009,Percent,N/A
EATON RE-2,Reading,2009,Percent,0.864
EDISON 54 JT,Reading,2009,Percent,N/A
ELBERT 200,Reading,2009,Percent,0.944
ELIZABETH C-1,Reading,2009,Percent,0.855
ELLICOTT 22,Reading,2009,Percent,0.732
ENGLEWOOD 1,Reading,2009,Percent,0.67
FALCON 49,Reading,2009,Percent,0.79
FLORENCE RE-2,Reading,2009,Percent,0.76
FORT MORGAN RE-3,Reading,2009,Percent,0.657
BUENA VISTA R-31,Reading,2010,Percent,0.707
BUFFALO RE-4,Reading,2010,Percent,0.864
BURLINGTON RE-6J,Reading,2010,Percent,0.82
BYERS 32J,Reading,2010,Percent,0.816
CALHAN RJ-1,Reading,2010,Percent,0.761
CAMPO RE-6,Reading,2010,Percent,N/A
CANON CITY RE-1,Reading,2010,Percent,0.734
CENTENNIAL R-1,Reading,2010,Percent,N/A
CENTER 26 JT,Reading,2010,Percent,0.278
CHERAW 31,Reading,2010,Percent,0.824
CHERRY CREEK 5,Reading,2010,Percent,0.77
CHEYENNE COUNTY RE-5,Reading,2010,Percent,N/A
CHEYENNE MOUNTAIN 12,Reading,2010,Percent,0.917
CLEAR CREEK RE-1,Reading,2010,Percent,0.836
COLORADO SPRINGS 11,Reading,2010,Percent,0.691
COTOPAXI RE-3,Reading,2010,Percent,0.824
CREEDE CONSOLIDATED 1,Reading,2010,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Reading,2010,Percent,0.773
CROWLEY COUNTY RE-1-J,Reading,2010,Percent,0.844
CUSTER COUNTY SCHOOL DISTRICT C-1,Reading,2010,Percent,0.762
DE BEQUE 49JT,Reading,2010,Percent,N/A
DEER TRAIL 26J,Reading,2010,Percent,N/A
DEL NORTE C-7,Reading,2010,Percent,0.636
DELTA COUNTY 50(J),Reading,2010,Percent,0.735
DENVER COUNTY 1,Reading,2010,Percent,0.508
DOLORES COUNTY RE NO.2,Reading,2010,Percent,0.667
DOLORES RE-4A,Reading,2010,Percent,0.8
DOUGLAS COUNTY RE 1,Reading,2010,Percent,81.6*
DURANGO 9-R,Reading,2010,Percent,0.752
EADS RE-1,Reading,2010,Percent,N/A
EAGLE COUNTY RE 50,Reading,2010,Percent,0.685
EAST GRAND 2,Reading,2010,Percent,0.713
EAST OTERO R-1,Reading,2010,Percent,0.593
EAST YUMA COUNTY RJ-2,Reading,2010,Percent,N/A
EATON RE-2,Reading,2010,Percent,0.792
EDISON 54 JT,Reading,2010,Percent,N/A
ELBERT 200,Reading,2010,Percent,1
ELIZABETH C-1,Reading,2010,Percent,0.823
ELLICOTT 22,Reading,2010,Percent,0.468
ENGLEWOOD 1,Reading,2010,Percent,0.656
FALCON 49,Reading,2010,Percent,0.765
FLORENCE RE-2,Reading,2010,Percent,0.705
FORT MORGAN RE-3,Reading,2010,Percent,0.591
BUENA VISTA R-31,Writing,2008,Percent,0.459
BUFFALO RE-4,Writing,2008,Percent,0.433
BURLINGTON RE-6J,Writing,2008,Percent,0.6
BYERS 32J,Writing,2008,Percent,0.72
CALHAN RJ-1,Writing,2008,Percent,0.429
CAMPO RE-6,Writing,2008,Percent,0.578
CANON CITY RE-1,Writing,2008,Percent,N/A
CENTENNIAL R-1,Writing,2008,Percent,0.454
CENTER 26 JT,Writing,2008,Percent,N/A
CHERAW 31,Writing,2008,Percent,0.13
CHERRY CREEK 5,Writing,2008,Percent,N/A
CHEYENNE COUNTY RE-5,Writing,2008,Percent,0.566
CHEYENNE MOUNTAIN 12,Writing,2008,Percent,N/A
CLEAR CREEK RE-1,Writing,2008,Percent,0.779
COLORADO SPRINGS 11,Writing,2008,Percent,0.699
COTOPAXI RE-3,Writing,2008,Percent,0.533
CREEDE CONSOLIDATED 1,Writing,2008,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Writing,2008,Percent,N/A
CROWLEY COUNTY RE-1-J,Writing,2008,Percent,0.645
CUSTER COUNTY SCHOOL DISTRICT C-1,Writing,2008,Percent,0.341
DE BEQUE 49JT,Writing,2008,Percent,0.484
DEER TRAIL 26J,Writing,2008,Percent,N/A
DEL NORTE C-7,Writing,2008,Percent,N/A
DELTA COUNTY 50(J),Writing,2008,Percent,0.426
DENVER COUNTY 1,Writing,2008,Percent,0.556
DOLORES COUNTY RE NO.2,Writing,2008,Percent,0.306
DOLORES RE-4A,Writing,2008,Percent,0.5
DOUGLAS COUNTY RE 1,Writing,2008,Percent,0.581
DURANGO 9-R,Writing,2008,Percent,0.622
EADS RE-1,Writing,2008,Percent,0.566
EAGLE COUNTY RE 50,Writing,2008,Percent,N/A
EAST GRAND 2,Writing,2008,Percent,0.487
EAST OTERO R-1,Writing,2008,Percent,0.624
EAST YUMA COUNTY RJ-2,Writing,2008,Percent,0.341
EATON RE-2,Writing,2008,Percent,N/A
EDISON 54 JT,Writing,2008,Percent,0.582
ELBERT 200,Writing,2008,Percent,N/A
ELIZABETH C-1,Writing,2008,Percent,0.529
ELLICOTT 22,Writing,2008,Percent,0.543
ENGLEWOOD 1,Writing,2008,Percent,0.411
FALCON 49,Writing,2008,Percent,0.348
FLORENCE RE-2,Writing,2008,Percent,0.605
FORT MORGAN RE-3,Writing,2008,Percent,0.505
BUENA VISTA R-31,Writing,2009,Percent,0.512
BUFFALO RE-4,Writing,2009,Percent,0.705
BURLINGTON RE-6J,Writing,2009,Percent,0.783
BYERS 32J,Writing,2009,Percent,0.429
CALHAN RJ-1,Writing,2009,Percent,0.556
CAMPO RE-6,Writing,2009,Percent,0.633
CANON CITY RE-1,Writing,2009,Percent,N/A
CENTENNIAL R-1,Writing,2009,Percent,0.415
CENTER 26 JT,Writing,2009,Percent,N/A
CHERAW 31,Writing,2009,Percent,0.171
CHERRY CREEK 5,Writing,2009,Percent,0.438
CHEYENNE COUNTY RE-5,Writing,2009,Percent,0.61
CHEYENNE MOUNTAIN 12,Writing,2009,Percent,N/A
CLEAR CREEK RE-1,Writing,2009,Percent,0.771
COLORADO SPRINGS 11,Writing,2009,Percent,0.767
COTOPAXI RE-3,Writing,2009,Percent,0.555
CREEDE CONSOLIDATED 1,Writing,2009,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Writing,2009,Percent,N/A
CROWLEY COUNTY RE-1-J,Writing,2009,Percent,0.64
CUSTER COUNTY SCHOOL DISTRICT C-1,Writing,2009,Percent,0.483
DE BEQUE 49JT,Writing,2009,Percent,0.6
DEER TRAIL 26J,Writing,2009,Percent,N/A
DEL NORTE C-7,Writing,2009,Percent,N/A
DELTA COUNTY 50(J),Writing,2009,Percent,0.5
DENVER COUNTY 1,Writing,2009,Percent,0.606
DOLORES COUNTY RE NO.2,Writing,2009,Percent,0.343
DOLORES RE-4A,Writing,2009,Percent,0.5
DOUGLAS COUNTY RE 1,Writing,2009,Percent,0.553
DURANGO 9-R,Writing,2009,Percent,0.672
EADS RE-1,Writing,2009,Percent,0.625
EAGLE COUNTY RE 50,Writing,2009,Percent,N/A
EAST GRAND 2,Writing,2009,Percent,0.51
EAST OTERO R-1,Writing,2009,Percent,0.442
EAST YUMA COUNTY RJ-2,Writing,2009,Percent,0.402
EATON RE-2,Writing,2009,Percent,N/A
EDISON 54 JT,Writing,2009,Percent,0.643
ELBERT 200,Writing,2009,Percent,N/A
ELIZABETH C-1,Writing,2009,Percent,0.778
ELLICOTT 22,Writing,2009,Percent,0.609
ENGLEWOOD 1,Writing,2009,Percent,0.437
FALCON 49,Writing,2009,Percent,0.365
FLORENCE RE-2,Writing,2009,Percent,0.619
FORT MORGAN RE-3,Writing,2009,Percent,0.617
BUENA VISTA R-31,Writing,2010,Percent,0.552
BUFFALO RE-4,Writing,2010,Percent,0.565
BURLINGTON RE-6J,Writing,2010,Percent,0.55
BYERS 32J,Writing,2010,Percent,0.632
CALHAN RJ-1,Writing,2010,Percent,0.6
CAMPO RE-6,Writing,2010,Percent,N/A
CANON CITY RE-1,Writing,2010,Percent,0.417
CENTENNIAL R-1,Writing,2010,Percent,N/A
CENTER 26 JT,Writing,2010,Percent,0.143
CHERAW 31,Writing,2010,Percent,0.647
CHERRY CREEK 5,Writing,2010,Percent,0.593
CHEYENNE COUNTY RE-5,Writing,2010,Percent,N/A
CHEYENNE MOUNTAIN 12,Writing,2010,Percent,0.785
CLEAR CREEK RE-1,Writing,2010,Percent,0.632
COLORADO SPRINGS 11,Writing,2010,Percent,0.541
COTOPAXI RE-3,Writing,2010,Percent,0.294
CREEDE CONSOLIDATED 1,Writing,2010,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Writing,2010,Percent,0.409
CROWLEY COUNTY RE-1-J,Writing,2010,Percent,0.606
CUSTER COUNTY SCHOOL DISTRICT C-1,Writing,2010,Percent,0.385
DE BEQUE 49JT,Writing,2010,Percent,N/A
DEER TRAIL 26J,Writing,2010,Percent,N/A
DEL NORTE C-7,Writing,2010,Percent,0.421
DELTA COUNTY 50(J),Writing,2010,Percent,0.624
DENVER COUNTY 1,Writing,2010,Percent,0.339
DOLORES COUNTY RE NO.2,Writing,2010,Percent,0.423
DOLORES RE-4A,Writing,2010,Percent,0.417
DOUGLAS COUNTY RE 1,Writing,2010,Percent,0.624
DURANGO 9-R,Writing,2010,Percent,0.537
EADS RE-1,Writing,2010,Percent,N/A
EAGLE COUNTY RE 50,Writing,2010,Percent,0.494
EAST GRAND 2,Writing,2010,Percent,0.518
EAST OTERO R-1,Writing,2010,Percent,0.385
EAST YUMA COUNTY RJ-2,Writing,2010,Percent,N/A
EATON RE-2,Writing,2010,Percent,0.556
EDISON 54 JT,Writing,2010,Percent,N/A
ELBERT 200,Writing,2010,Percent,0.941
ELIZABETH C-1,Writing,2010,Percent,0.584
ELLICOTT 22,Writing,2010,Percent,0.306
ENGLEWOOD 1,Writing,2010,Percent,0.422
FALCON 49,Writing,2010,Percent,0.607
FLORENCE RE-2,Writing,2010,Percent,0.427
FORT MORGAN RE-3,Writing,2010,Percent,0.281
BUENA VISTA R-31,Math,2011,Percent,0.776
BUFFALO RE-4,Math,2011,Percent,0.857
BURLINGTON RE-6J,Math,2011,Percent,0.578
BYERS 32J,Math,2011,Percent,0.645
CALHAN RJ-1,Math,2011,Percent,0.76
CAMPO RE-6,Math,2011,Percent,LNE
CANON CITY RE-1,Math,2011,Percent,0.68
CENTENNIAL R-1,Math,2011,Percent,0.421
CENTER 26 JT,Math,2011,Percent,0.389
CHERAW 31,Math,2011,Percent,LNE
CHERRY CREEK 5,Math,2011,Percent,0.787
CHEYENNE COUNTY RE-5,Math,2011,Percent,0.667
CHEYENNE MOUNTAIN 12,Math,2011,Percent,0.891
CLEAR CREEK RE-1,Math,2011,Percent,0.833
COLORADO SPRINGS 11,Math,2011,Percent,0.695
COTOPAXI RE-3,Math,2011,Percent,0.684
CREEDE CONSOLIDATED 1,Math,2011,Percent,LNE
CRIPPLE CREEK-VICTOR RE-1,Math,2011,Percent,0.655
CROWLEY COUNTY RE-1-J,Math,2011,Percent,0.643
CUSTER COUNTY SCHOOL DISTRICT C-1,Math,2011,Percent,0.821
DE BEQUE 49JT,Math,2011,Percent,LNE
DEER TRAIL 26J,Math,2011,Percent,LNE
DEL NORTE C-7,Math,2011,Percent,0.698
DELTA COUNTY 50(J),Math,2011,Percent,0.737
DENVER COUNTY 1,Math,2011,Percent,0.515
DOLORES COUNTY RE NO.2,Math,2011,Percent,0.556
DOLORES RE-4A,Math,2011,Percent,0.722
DOUGLAS COUNTY RE 1,Math,2011,Percent,0.811
DURANGO 9-R,Math,2011,Percent,0.753
EADS RE-1,Math,2011,Percent,LNE
EAGLE COUNTY RE 50,Math,2011,Percent,0.769
EAST GRAND 2,Math,2011,Percent,0.837
EAST OTERO R-1,Math,2011,Percent,0.673
EAST YUMA COUNTY RJ-2,Math,2011,Percent,N/A
EATON RE-2,Math,2011,Percent,0.739
EDISON 54 JT,Math,2011,Percent,LNE
ELBERT 200,Math,2011,Percent,LNE
ELIZABETH C-1,Math,2011,Percent,0.781
ELLICOTT 22,Math,2011,Percent,0.671
ENGLEWOOD 1,Math,2011,Percent,0.556
FALCON 49,Math,2011,Percent,0.763
FLORENCE RE-2,Math,2011,Percent,0.598
BRUSH RE-2(J),Reading,2011,Percent,0.639
BUENA VISTA R-31,Reading,2011,Percent,0.857
BUFFALO RE-4,Reading,2011,Percent,0.952
BURLINGTON RE-6J,Reading,2011,Percent,0.667
BYERS 32J,Reading,2011,Percent,0.839
CALHAN RJ-1,Reading,2011,Percent,0.76
CAMPO RE-6,Reading,2011,Percent,LNE
CANON CITY RE-1,Reading,2011,Percent,0.708
CENTENNIAL R-1,Reading,2011,Percent,0.421
CENTER 26 JT,Reading,2011,Percent,0.407
CHERAW 31,Reading,2011,Percent,LNE
CHERRY CREEK 5,Reading,2011,Percent,0.805
CHEYENNE COUNTY RE-5,Reading,2011,Percent,0.611
CHEYENNE MOUNTAIN 12,Reading,2011,Percent,0.939
CLEAR CREEK RE-1,Reading,2011,Percent,0.826
COLORADO SPRINGS 11,Reading,2011,Percent,0.735
COTOPAXI RE-3,Reading,2011,Percent,0.789
CREEDE CONSOLIDATED 1,Reading,2011,Percent,LNE
CRIPPLE CREEK-VICTOR RE-1,Reading,2011,Percent,0.793
CROWLEY COUNTY RE-1-J,Reading,2011,Percent,0.607
CUSTER COUNTY SCHOOL DISTRICT C-1,Reading,2011,Percent,0.852
DE BEQUE 49JT,Reading,2011,Percent,LNE
DEER TRAIL 26J,Reading,2011,Percent,LNE
DEL NORTE C-7,Reading,2011,Percent,0.837
DELTA COUNTY 50(J),Reading,2011,Percent,0.737
DENVER COUNTY 1,Reading,2011,Percent,0.557
DOLORES COUNTY RE NO.2,Reading,2011,Percent,0.389
DOLORES RE-4A,Reading,2011,Percent,0.698
DOUGLAS COUNTY RE 1,Reading,2011,Percent,0.827
DURANGO 9-R,Reading,2011,Percent,0.81
EADS RE-1,Reading,2011,Percent,LNE
EAGLE COUNTY RE 50,Reading,2011,Percent,0.737
EAST GRAND 2,Reading,2011,Percent,0.888
EAST OTERO R-1,Reading,2011,Percent,0.643
EAST YUMA COUNTY RJ-2,Reading,2011,Percent,N/A
EATON RE-2,Reading,2011,Percent,0.818
EDISON 54 JT,Reading,2011,Percent,LNE
ELBERT 200,Reading,2011,Percent,LNE
ELIZABETH C-1,Reading,2011,Percent,0.829
ELLICOTT 22,Reading,2011,Percent,0.649
ENGLEWOOD 1,Reading,2011,Percent,0.599
FALCON 49,Reading,2011,Percent,0.798
FLORENCE RE-2,Reading,2011,Percent,0.714
BRUSH RE-2(J),Writing,2011,Percent,0.451
BUENA VISTA R-31,Writing,2011,Percent,0.69
BUFFALO RE-4,Writing,2011,Percent,0.714
BURLINGTON RE-6J,Writing,2011,Percent,0.467
BYERS 32J,Writing,2011,Percent,0.484
CALHAN RJ-1,Writing,2011,Percent,0.48
CAMPO RE-6,Writing,2011,Percent,LNE
CANON CITY RE-1,Writing,2011,Percent,0.423
CENTENNIAL R-1,Writing,2011,Percent,0.263
CENTER 26 JT,Writing,2011,Percent,0.259
CHERAW 31,Writing,2011,Percent,LNE
CHERRY CREEK 5,Writing,2011,Percent,0.623
CHEYENNE COUNTY RE-5,Writing,2011,Percent,0.278
CHEYENNE MOUNTAIN 12,Writing,2011,Percent,0.797
CLEAR CREEK RE-1,Writing,2011,Percent,0.643
COLORADO SPRINGS 11,Writing,2011,Percent,0.5
COTOPAXI RE-3,Writing,2011,Percent,0.526
CREEDE CONSOLIDATED 1,Writing,2011,Percent,LNE
CRIPPLE CREEK-VICTOR RE-1,Writing,2011,Percent,0.379
CROWLEY COUNTY RE-1-J,Writing,2011,Percent,0.286
CUSTER COUNTY SCHOOL DISTRICT C-1,Writing,2011,Percent,0.464
DE BEQUE 49JT,Writing,2011,Percent,LNE
DEER TRAIL 26J,Writing,2011,Percent,LNE
DEL NORTE C-7,Writing,2011,Percent,0.535
DELTA COUNTY 50(J),Writing,2011,Percent,0.579
DENVER COUNTY 1,Writing,2011,Percent,0.36
DOLORES COUNTY RE NO.2,Writing,2011,Percent,0.278
DOLORES RE-4A,Writing,2011,Percent,0.611
DOUGLAS COUNTY RE 1,Writing,2011,Percent,0.627
DURANGO 9-R,Writing,2011,Percent,0.604
EADS RE-1,Writing,2011,Percent,LNE
EAGLE COUNTY RE 50,Writing,2011,Percent,0.571
EAST GRAND 2,Writing,2011,Percent,0.643
EAST OTERO R-1,Writing,2011,Percent,0.276
EAST YUMA COUNTY RJ-2,Writing,2011,Percent,N/A
EATON RE-2,Writing,2011,Percent,0.616
EDISON 54 JT,Writing,2011,Percent,LNE
ELBERT 200,Writing,2011,Percent,LNE
ELIZABETH C-1,Writing,2011,Percent,0.651
ELLICOTT 22,Writing,2011,Percent,0.382
ENGLEWOOD 1,Writing,2011,Percent,0.372
FALCON 49,Writing,2011,Percent,0.597
FLORENCE RE-2,Writing,2011,Percent,0.402
BRUSH RE-2(J),Reading,2012,Percent,0.67
BUENA VISTA R-31,Reading,2012,Percent,0.759
BUFFALO RE-4,Reading,2012,Percent,0.682
BURLINGTON RE-6J,Reading,2012,Percent,0.766
BYERS 32J,Reading,2012,Percent,0.889
CALHAN RJ-1,Reading,2012,Percent,0.639
CAMPO RE-6,Reading,2012,Percent,LNE
CANON CITY RE-1,Reading,2012,Percent,0.785
CENTENNIAL R-1,Reading,2012,Percent,LNE
CENTER 26 JT,Reading,2012,Percent,0.756
CHERAW 31,Reading,2012,Percent,LNE
CHERRY CREEK 5,Reading,2012,Percent,0.808
CHEYENNE COUNTY RE-5,Reading,2012,Percent,LNE
CHEYENNE MOUNTAIN 12,Reading,2012,Percent,0.959
CLEAR CREEK RE-1,Reading,2012,Percent,0.797
COLORADO SPRINGS 11,Reading,2012,Percent,0.735
COTOPAXI RE-3,Reading,2012,Percent,LNE
CREEDE CONSOLIDATED 1,Reading,2012,Percent,LNE
CRIPPLE CREEK-VICTOR RE-1,Reading,2012,Percent,0.939
CROWLEY COUNTY RE-1-J,Reading,2012,Percent,0.769
CUSTER COUNTY SCHOOL DISTRICT C-1,Reading,2012,Percent,0.652
DE BEQUE 49JT,Reading,2012,Percent,LNE
DEER TRAIL 26J,Reading,2012,Percent,LNE
DEL NORTE C-7,Reading,2012,Percent,0.917
DELTA COUNTY 50(J),Reading,2012,Percent,0.753
DENVER COUNTY 1,Reading,2012,Percent,0.59
DOLORES COUNTY RE NO.2,Reading,2012,Percent,0.619
DOLORES RE-4A,Reading,2012,Percent,0.723
DOUGLAS COUNTY RE 1,Reading,2012,Percent,0.828
DURANGO 9-R,Reading,2012,Percent,0.784
EADS RE-1,Reading,2012,Percent,LNE
EAGLE COUNTY RE 50,Reading,2012,Percent,0.735
EAST GRAND 2,Reading,2012,Percent,0.752
EAST OTERO R-1,Reading,2012,Percent,0.589
EAST YUMA COUNTY RJ-2,Reading,2012,Percent,N/A
EATON RE-2,Reading,2012,Percent,0.8
EDISON 54 JT,Reading,2012,Percent,LNE
ELBERT 200,Reading,2012,Percent,0.875
ELIZABETH C-1,Reading,2012,Percent,0.777
ELLICOTT 22,Reading,2012,Percent,0.615
ENGLEWOOD 1,Reading,2012,Percent,0.638
FALCON 49,Reading,2012,Percent,0.825
FLORENCE RE-2,Reading,2012,Percent,0.745
BRUSH RE-2(J),Math,2012,Percent,0.677
BUENA VISTA R-31,Math,2012,Percent,0.769
BUFFALO RE-4,Math,2012,Percent,0.682
BURLINGTON RE-6J,Math,2012,Percent,0.609
BYERS 32J,Math,2012,Percent,0.704
CALHAN RJ-1,Math,2012,Percent,0.543
CAMPO RE-6,Math,2012,Percent,LNE
CANON CITY RE-1,Math,2012,Percent,0.75
CENTENNIAL R-1,Math,2012,Percent,LNE
CENTER 26 JT,Math,2012,Percent,0.578
CHERAW 31,Math,2012,Percent,LNE
CHERRY CREEK 5,Math,2012,Percent,0.803
